@relation '.\\uk-2007-05.content_based_features.csv'

@attribute HST_1 numeric
@attribute HST_2 numeric
@attribute HST_3 numeric
@attribute HST_4 numeric
@attribute HST_5 numeric
@attribute HST_6 numeric
@attribute HST_7 numeric
@attribute HST_8 numeric
@attribute HST_9 numeric
@attribute HST_10 numeric
@attribute HST_11 numeric
@attribute HST_12 numeric
@attribute HST_13 numeric
@attribute HST_14 numeric
@attribute HST_15 numeric
@attribute HST_16 numeric
@attribute HST_17 numeric
@attribute HST_18 numeric
@attribute HST_19 numeric
@attribute HST_20 numeric
@attribute HST_21 numeric
@attribute HST_22 numeric
@attribute HST_23 numeric
@attribute HST_24 numeric
@attribute HMG_25 numeric
@attribute HMG_26 numeric
@attribute HMG_27 numeric
@attribute HMG_28 numeric
@attribute HMG_29 numeric
@attribute HMG_30 numeric
@attribute HMG_31 numeric
@attribute HMG_32 numeric
@attribute HMG_33 numeric
@attribute HMG_34 numeric
@attribute HMG_35 numeric
@attribute HMG_36 numeric
@attribute HMG_37 numeric
@attribute HMG_38 numeric
@attribute HMG_39 numeric
@attribute HMG_40 numeric
@attribute HMG_41 numeric
@attribute HMG_42 numeric
@attribute HMG_43 numeric
@attribute HMG_44 numeric
@attribute HMG_45 numeric
@attribute HMG_46 numeric
@attribute HMG_47 numeric
@attribute HMG_48 numeric
@attribute AVG_49 numeric
@attribute AVG_50 numeric
@attribute AVG_51 numeric
@attribute AVG_52 numeric
@attribute AVG_53 numeric
@attribute AVG_54 numeric
@attribute AVG_55 numeric
@attribute AVG_56 numeric
@attribute AVG_57 numeric
@attribute AVG_58 numeric
@attribute AVG_59 numeric
@attribute AVG_60 numeric
@attribute AVG_61 numeric
@attribute AVG_62 numeric
@attribute AVG_63 numeric
@attribute AVG_64 numeric
@attribute AVG_65 numeric
@attribute AVG_66 numeric
@attribute AVG_67 numeric
@attribute AVG_68 numeric
@attribute AVG_69 numeric
@attribute AVG_70 numeric
@attribute AVG_71 numeric
@attribute AVG_72 numeric
@attribute STD_73 numeric
@attribute STD_74 numeric
@attribute STD_75 numeric
@attribute STD_76 numeric
@attribute STD_77 numeric
@attribute STD_78 numeric
@attribute STD_79 numeric
@attribute STD_80 numeric
@attribute STD_81 numeric
@attribute STD_82 numeric
@attribute STD_83 numeric
@attribute STD_84 numeric
@attribute STD_85 numeric
@attribute STD_86 numeric
@attribute STD_87 numeric
@attribute STD_88 numeric
@attribute STD_89 numeric
@attribute STD_90 numeric
@attribute STD_91 numeric
@attribute STD_92 numeric
@attribute STD_93 numeric
@attribute STD_94 numeric
@attribute STD_95 numeric
@attribute STD_96 numeric
@attribute class {spam,nonspam}

@data
95,4,5.105263,0.736842,0.014595,1.946309,0.136842,0.231579,0.336842,0.442105,0.13,0.11,0.064,0.042,0.021053,0.084211,0.168421,0.231579,0.02,0.04,0.032,0.022,4.428255,4.139264,95,4,5.105263,0.736842,0.014595,1.946309,0.136842,0.231579,0.336842,0.442105,0.13,0.11,0.064,0.042,0.021053,0.084211,0.168421,0.231579,0.02,0.04,0.032,0.022,4.428255,4.139264,95,4,5.105263,0.736842,0.014595,1.946309,0.136842,0.231579,0.336842,0.442105,0.13,0.11,0.064,0.042,0.021053,0.084211,0.168421,0.231579,0.02,0.04,0.032,0.022,4.428255,4.139264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
331,11,5.169184,0.583082,0.020619,2.374419,0.081571,0.120846,0.202417,0.271903,0.27,0.2,0.134,0.09,0.033233,0.05136,0.081571,0.141994,0.11,0.085,0.054,0.047,5.764972,5.658864,331,11,5.169184,0.583082,0.020619,2.374419,0.081571,0.120846,0.202417,0.271903,0.27,0.2,0.134,0.09,0.033233,0.05136,0.081571,0.141994,0.11,0.085,0.054,0.047,5.764972,5.658864,388.086957,10.478261,4.698801,0.834834,0.018995,2.274458,0.1214,0.169362,0.256671,0.323304,0.507391,0.359565,0.215826,0.133783,0.02453,0.052535,0.090369,0.148763,0.081739,0.078478,0.058957,0.051391,5.345685,5.017451,260679.035917,9.901701,0.106274,0.334411,0.000116,0.254454,0.003553,0.004814,0.01218,0.011929,0.958863,0.538504,0.189304,0.064101,0.00014,0.000222,0.000521,0.000731,0.008432,0.004862,0.004089,0.003296,0.428221,0.555044,nonspam
7,2,5.285714,0.857143,0.002587,0.897959,0.285714,0.285714,0.285714,0.285714,0.02,0.01,0.004,0.002,0.142857,0.142857,0.142857,0.142857,0.01,0.005,0.002,0.001,1.609438,1.609438,7,2,5.285714,0.857143,0.002587,0.897959,0.285714,0.285714,0.285714,0.285714,0.02,0.01,0.004,0.002,0.142857,0.142857,0.142857,0.142857,0.01,0.005,0.002,0.001,1.609438,1.609438,7,2,5.285714,0.857143,0.002587,0.897959,0.285714,0.285714,0.285714,0.285714,0.02,0.01,0.004,0.002,0.142857,0.142857,0.142857,0.142857,0.01,0.005,0.002,0.001,1.609438,1.609438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
737,2,4.856174,0.074627,0.107749,2.457859,0.062415,0.103121,0.176391,0.255088,0.46,0.38,0.26,0.188,0.017639,0.061058,0.109905,0.147897,0.13,0.225,0.162,0.109,6.549024,6.385761,374,3,4.671123,0.280749,0.079338,2.157681,0.07754,0.117647,0.184492,0.243316,0.29,0.22,0.138,0.091,0.045455,0.072193,0.144385,0.187166,0.17,0.135,0.108,0.07,5.887674,5.777473,801.135135,4.486486,4.622301,0.20828,0.095466,2.237493,0.067153,0.10096,0.173477,0.237385,0.432162,0.346014,0.247811,0.172405,0.033888,0.057548,0.102432,0.155106,0.182027,0.167703,0.130622,0.107338,6.022786,5.828172,1062161.360117,3.628196,0.066275,0.022783,0.001095,0.094642,0.000488,0.000853,0.001171,0.002264,0.387774,0.215349,0.100265,0.047683,0.000334,0.000404,0.00109,0.000855,0.030989,0.025135,0.016488,0.014645,1.130936,0.995509,nonspam
74,0,5.581081,0.013514,0.03764,2.24424,0.297297,0.391892,0.5,0.513514,0.22,0.145,0.074,0.038,0.040541,0.054054,0.094595,0.108108,0.03,0.02,0.014,0.008,4.211637,4.073586,598,0,4.675585,0.008361,0.062861,2.365157,0.075251,0.093645,0.165552,0.245819,0.45,0.28,0.198,0.147,0.023411,0.043478,0.118729,0.155518,0.14,0.13,0.142,0.093,6.321031,6.046545,595.125,0,5.017113,0.080136,0.052079,2.477646,0.126775,0.161996,0.24838,0.31705,0.43625,0.2975,0.2005,0.142625,0.022906,0.036796,0.099281,0.132822,0.13,0.10125,0.11675,0.080125,5.901192,5.545947,200423.109375,0,0.121119,0.028031,0.00054,0.074969,0.007427,0.01112,0.016199,0.013785,0.014648,0.013325,0.007054,0.004735,0.00006,0.00006,0.000317,0.000541,0.009625,0.004492,0.007262,0.003325,0.901707,0.920848,nonspam
139,2,6.014388,0.57554,0.018297,1.957831,0.086331,0.143885,0.201439,0.294964,0.12,0.1,0.056,0.041,0.028777,0.057554,0.143885,0.251799,0.04,0.04,0.04,0.035,4.919981,4.919981,139,2,6.014388,0.57554,0.018297,1.957831,0.086331,0.143885,0.201439,0.294964,0.12,0.1,0.056,0.041,0.028777,0.057554,0.143885,0.251799,0.04,0.04,0.04,0.035,4.919981,4.919981,349.609005,1.978673,4.75347,0.400838,0.038478,1.906305,0.072773,0.105921,0.175723,0.249114,0.191706,0.150735,0.100166,0.07241,0.027755,0.052509,0.105567,0.164576,0.100687,0.089348,0.066071,0.051652,4.582692,4.440192,492524.114895,2.471109,0.568378,8.96005,0.00107,0.416671,0.005359,0.007202,0.014433,0.017363,0.153669,0.069212,0.027777,0.014336,0.003449,0.003949,0.005855,0.00997,0.047201,0.027842,0.013588,0.008104,2.703415,2.420473,nonspam
83,17,5.578313,1.084337,0.015096,2.037313,0.096386,0.144578,0.228916,0.325301,0.08,0.06,0.038,0.027,0.012048,0.096386,0.228916,0.385542,0.01,0.04,0.038,0.032,4.308875,4.151767,83,17,5.578313,1.084337,0.015096,2.037313,0.096386,0.144578,0.228916,0.325301,0.08,0.06,0.038,0.027,0.012048,0.096386,0.228916,0.385542,0.01,0.04,0.038,0.032,4.308875,4.151767,204.033333,5.966667,5.401067,0.147603,0.053508,2.282915,0.085015,0.133547,0.228208,0.306125,0.171667,0.134833,0.0896,0.059,0.025977,0.084145,0.165506,0.240704,0.055,0.075167,0.0614,0.0461,4.967676,4.640199,23328.498889,50.632222,0.400793,0.054175,0.000746,0.091705,0.00206,0.003027,0.002314,0.003152,0.017427,0.008722,0.00314,0.001296,0.00062,0.001456,0.002662,0.004169,0.005078,0.003351,0.001823,0.001034,0.423075,0.46864,spam
342,15,4.751462,0.067251,0.052966,2.094782,0.090643,0.137427,0.222222,0.30117,0.31,0.235,0.152,0.103,0.076023,0.093567,0.122807,0.204678,0.26,0.16,0.084,0.07,5.784095,5.639158,342,15,4.751462,0.067251,0.052966,2.094782,0.090643,0.137427,0.222222,0.30117,0.31,0.235,0.152,0.103,0.076023,0.093567,0.122807,0.204678,0.26,0.16,0.084,0.07,5.784095,5.639158,220.75,15,5.103563,0.117628,0.040775,2.033273,0.115908,0.172573,0.250963,0.332875,0.224167,0.164583,0.098667,0.06825,0.060207,0.083355,0.132933,0.213311,0.113333,0.079583,0.052,0.044,5.162382,5.041042,12826.354167,0,0.138999,0.006772,0.000262,0.047419,0.003105,0.004152,0.004449,0.003939,0.027824,0.007477,0.001896,0.000979,0.00062,0.000849,0.001183,0.002127,0.004339,0.001514,0.000462,0.000524,0.411854,0.335794,nonspam
26,5,5.461538,0,0.012116,1.473684,0.192308,0.307692,0.5,0.576923,0.05,0.04,0.026,0.015,0.038462,0.115385,0.230769,0.307692,0.01,0.015,0.012,0.008,3.120292,3.016754,205,5,5.156098,0.009756,0.053792,1.917933,0.039024,0.092683,0.15122,0.229268,0.08,0.095,0.062,0.047,0.043902,0.082927,0.117073,0.165854,0.09,0.085,0.048,0.034,5.299548,5.25403,163,5,5.076093,0.018293,0.041023,1.83224,0.100502,0.174603,0.275146,0.332565,0.096,0.088,0.0612,0.0404,0.036021,0.089098,0.153885,0.208346,0.052,0.056,0.0376,0.0278,4.691649,4.560856,10256.4,0,0.061253,0.000487,0.000416,0.043272,0.005189,0.013392,0.023185,0.021906,0.001224,0.001076,0.000662,0.000333,0.000088,0.001232,0.004025,0.004126,0.000816,0.000644,0.00022,0.000189,0.910185,0.927491,nonspam
516,10,5.486434,0.034884,0.028788,2.301926,0.046512,0.077519,0.156977,0.343023,0.24,0.2,0.162,0.177,0.013566,0.03876,0.108527,0.189922,0.07,0.1,0.112,0.098,6.180191,5.946727,516,10,5.486434,0.034884,0.028788,2.301926,0.046512,0.077519,0.156977,0.343023,0.24,0.2,0.162,0.177,0.013566,0.03876,0.108527,0.189922,0.07,0.1,0.112,0.098,6.180191,5.946727,189.857143,5.642857,4.737907,0.081501,0.023947,1.963139,0.090721,0.12336,0.204279,0.310992,0.150714,0.103929,0.069429,0.056714,0.015578,0.044985,0.101421,0.183281,0.026429,0.039286,0.036714,0.0325,4.997597,4.792908,12561.979592,2.086735,0.206002,0.002667,0.000048,0.040339,0.003309,0.004336,0.006729,0.005779,0.009735,0.003626,0.001327,0.001365,0.000167,0.000379,0.001452,0.002729,0.000423,0.000617,0.000643,0.000394,0.303004,0.29906,nonspam
319,3,4.429467,0.059561,0.031562,2.214834,0.094044,0.141066,0.260188,0.322884,0.3,0.225,0.166,0.103,0.034483,0.075235,0.115987,0.163009,0.11,0.12,0.074,0.052,5.606913,5.068699,319,3,4.429467,0.059561,0.031562,2.214834,0.094044,0.141066,0.260188,0.322884,0.3,0.225,0.166,0.103,0.034483,0.075235,0.115987,0.163009,0.11,0.12,0.074,0.052,5.606913,5.068699,270.5,3.3875,5.056473,0.102921,0.024914,2.206328,0.087689,0.123044,0.233002,0.304624,0.196875,0.147937,0.1126,0.074175,0.043892,0.071569,0.122103,0.188471,0.0995,0.088063,0.06075,0.046175,5.230153,4.995797,45070.525,0.237344,0.403959,0.012319,0.000191,0.059017,0.001571,0.002103,0.003358,0.006664,0.015981,0.010366,0.00524,0.002624,0.000858,0.000796,0.001218,0.007855,0.005577,0.004348,0.002239,0.001427,0.657239,0.64002,nonspam
543,6,4.867403,0.003683,0.086136,2.514601,0.062615,0.119705,0.243094,0.316759,0.34,0.325,0.264,0.172,0.034991,0.06814,0.173112,0.237569,0.19,0.185,0.188,0.129,6.223265,5.945268,543,6,4.867403,0.003683,0.086136,2.514601,0.062615,0.119705,0.243094,0.316759,0.34,0.325,0.264,0.172,0.034991,0.06814,0.173112,0.237569,0.19,0.185,0.188,0.129,6.223265,5.945268,331.47619,6.809524,5.21832,0.168986,0.041329,2.18436,0.086567,0.164637,0.294102,0.378457,0.207143,0.180238,0.139905,0.095048,0.057578,0.093054,0.179343,0.252976,0.110476,0.10119,0.091714,0.066714,5.00095,4.746053,147655.39229,1.487528,0.415048,0.036318,0.00115,0.194993,0.001383,0.004495,0.016549,0.01638,0.048068,0.025334,0.017378,0.008164,0.001164,0.002041,0.00799,0.013933,0.007205,0.0067,0.0073,0.004199,1.473203,1.39828,nonspam
129,2,5.348837,0.108527,0.024335,2.1,0.193798,0.294574,0.356589,0.387597,0.25,0.19,0.092,0.05,0.062016,0.162791,0.248062,0.263566,0.08,0.105,0.064,0.034,4.833271,4.800586,129,2,5.348837,0.108527,0.024335,2.1,0.193798,0.294574,0.356589,0.387597,0.25,0.19,0.092,0.05,0.062016,0.162791,0.248062,0.263566,0.08,0.105,0.064,0.034,4.833271,4.800586,148.191489,3.085106,5.381214,0.077622,0.023607,1.948478,0.124368,0.21517,0.284179,0.32844,0.149149,0.127021,0.071532,0.043915,0.071823,0.108128,0.174017,0.213751,0.078936,0.061277,0.041404,0.027809,4.698488,4.609577,14981.814396,4.077863,0.158623,0.003323,0.000173,0.064368,0.003424,0.007568,0.007348,0.005327,0.003174,0.0036,0.00137,0.000817,0.001591,0.00351,0.004652,0.003204,0.001341,0.001004,0.00039,0.000311,0.54289,0.514571,nonspam
111,7,4.738739,0,0.013062,2.10231,0.099099,0.135135,0.261261,0.369369,0.11,0.075,0.058,0.041,0.144144,0.171171,0.261261,0.297297,0.16,0.095,0.058,0.033,4.579366,4.356226,111,7,4.738739,0,0.013062,2.10231,0.099099,0.135135,0.261261,0.369369,0.11,0.075,0.058,0.041,0.144144,0.171171,0.261261,0.297297,0.16,0.095,0.058,0.033,4.579366,4.356226,111,7,4.738739,0,0.013062,2.10231,0.099099,0.135135,0.261261,0.369369,0.11,0.075,0.058,0.041,0.144144,0.171171,0.261261,0.297297,0.16,0.095,0.058,0.033,4.579366,4.356226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
67,10,4.41791,0.104478,0.013002,1.65,0.059701,0.179104,0.238806,0.283582,0.04,0.06,0.032,0.019,0,0,0.059701,0.104478,0,0,0.008,0.007,4.15306,4.099502,308,5,4.850649,0.019481,0.030429,2.295541,0.11039,0.198052,0.288961,0.350649,0.34,0.305,0.178,0.108,0.077922,0.100649,0.162338,0.201299,0.24,0.155,0.1,0.062,5.642828,5.437241,282.787879,7.515152,5.092293,0.100263,0.020744,2.124198,0.084461,0.158057,0.24653,0.323731,0.227576,0.216061,0.140061,0.092848,0.0664,0.082748,0.125424,0.176574,0.224545,0.137121,0.080182,0.053576,5.300906,5.089417,65658.288338,4.795225,0.253928,0.04312,0.000168,0.05934,0.001661,0.001573,0.001372,0.002045,0.038915,0.030166,0.015304,0.006755,0.001892,0.002116,0.002608,0.00316,0.053164,0.01962,0.007173,0.003235,0.454116,0.364987,nonspam
10,2,4.6,0.1,0.061728,1.217391,0,0,0.2,0.5,0,0,0.004,0.005,0,0,0,0,0,0,0,0,2.079442,2.079442,10,2,4.6,0.1,0.061728,1.217391,0,0,0.2,0.5,0,0,0.004,0.005,0,0,0,0,0,0,0,0,2.079442,2.079442,10,2,4.6,0.1,0.061728,1.217391,0,0,0.2,0.5,0,0,0.004,0.005,0,0,0,0,0,0,0,0,2.079442,2.079442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
557,13,4.718133,0.454219,0.022863,2.703735,0.057451,0.10772,0.166966,0.251346,0.32,0.3,0.186,0.14,0.071813,0.091562,0.159785,0.226212,0.4,0.255,0.178,0.126,6.148124,5.530161,557,13,4.718133,0.454219,0.022863,2.703735,0.057451,0.10772,0.166966,0.251346,0.32,0.3,0.186,0.14,0.071813,0.091562,0.159785,0.226212,0.4,0.255,0.178,0.126,6.148124,5.530161,595.172414,7.344828,4.686857,0.175103,0.023977,2.808371,0.075367,0.13606,0.199647,0.283093,0.478276,0.403793,0.231172,0.158483,0.086351,0.110596,0.180329,0.260837,0.392759,0.253966,0.170897,0.125138,5.939462,5.193356,162260.073722,28.019025,0.39535,0.00782,0.000743,0.660284,0.000706,0.001093,0.00117,0.002153,0.346787,0.143611,0.031272,0.010582,0.001063,0.001624,0.003355,0.006319,0.009558,0.004604,0.001661,0.000967,0.212006,0.925748,nonspam
237,0,5.337553,0.43038,0.009656,2.127479,0.160338,0.202532,0.28692,0.362869,0.38,0.24,0.136,0.086,0.033755,0.07173,0.181435,0.227848,0.08,0.085,0.086,0.054,5.272925,4.879997,237,0,5.337553,0.43038,0.009656,2.127479,0.160338,0.202532,0.28692,0.362869,0.38,0.24,0.136,0.086,0.033755,0.07173,0.181435,0.227848,0.08,0.085,0.086,0.054,5.272925,4.879997,439.784314,0.034858,5.281956,0.222063,0.015943,2.204765,0.097798,0.164042,0.264275,0.337575,0.499956,0.387124,0.23993,0.152826,0.032373,0.071431,0.13889,0.19522,0.150719,0.152941,0.108161,0.079115,5.729304,5.461882,336968.482891,0.068502,0.101922,0.00942,0.000092,0.07306,0.000849,0.000983,0.001501,0.001938,2.633444,0.838928,0.186469,0.064916,0.000158,0.00065,0.003288,0.003328,0.088574,0.104251,0.027089,0.012771,0.471852,0.393489,nonspam
9,1,5.444444,0,0.006855,0.935484,0.111111,0.333333,0.555556,0.555556,0.01,0.015,0.01,0.005,0,0.111111,0.222222,0.333333,0,0.005,0.004,0.003,1.94591,1.94591,91,2,3.945055,2.703297,0.011258,2.760736,0.054945,0.065934,0.087912,0.186813,0.05,0.03,0.016,0.017,0.10989,0.131868,0.142857,0.142857,0.1,0.06,0.026,0.013,4.109126,3.485582,276.538462,4.134615,4.462006,0.486576,0.036822,1.61546,0.091856,0.131626,0.205047,0.291367,0.130288,0.102596,0.072058,0.054885,0.065576,0.106684,0.165598,0.213979,0.092115,0.070625,0.052577,0.040702,3.857814,3.674663,566290.594675,7.77034,0.224814,0.403816,0.001405,0.248254,0.004713,0.009029,0.01237,0.015942,0.056503,0.041493,0.023707,0.014412,0.004778,0.006006,0.009253,0.009483,0.050615,0.022091,0.011466,0.007059,2.943289,2.87865,nonspam
7,7,7.428571,0,0.005084,1.017241,0,0.142857,0.142857,0.285714,0,0.005,0.002,0.002,0.142857,0.142857,0.142857,0.285714,0.01,0.005,0.002,0.002,1.609438,1.609438,7,7,7.428571,0,0.005084,1.017241,0,0.142857,0.142857,0.285714,0,0.005,0.002,0.002,0.142857,0.142857,0.142857,0.285714,0.01,0.005,0.002,0.002,1.609438,1.609438,7,7,7.428571,0,0.005084,1.017241,0,0.142857,0.142857,0.285714,0,0.005,0.002,0.002,0.142857,0.142857,0.142857,0.285714,0.01,0.005,0.002,0.002,1.609438,1.609438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
500,13,4.574,0.092,0.038479,3.720961,0.014,0.028,0.158,0.182,0.07,0.07,0.158,0.091,0.014,0.074,0.096,0.11,0.07,0.185,0.096,0.055,5.020609,3.303754,500,13,4.574,0.092,0.038479,3.720961,0.014,0.028,0.158,0.182,0.07,0.07,0.158,0.091,0.014,0.074,0.096,0.11,0.07,0.185,0.096,0.055,5.020609,3.303754,500,13,4.574,0.092,0.038479,3.720961,0.014,0.028,0.158,0.182,0.07,0.07,0.158,0.091,0.014,0.074,0.096,0.11,0.07,0.185,0.096,0.055,5.020609,3.303754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
168,4,5.642857,0.333333,0.033149,2.059041,0.095238,0.130952,0.25,0.285714,0.16,0.11,0.084,0.048,0.041667,0.065476,0.130952,0.214286,0.07,0.055,0.044,0.036,5.028476,4.762281,168,4,5.642857,0.333333,0.033149,2.059041,0.095238,0.130952,0.25,0.285714,0.16,0.11,0.084,0.048,0.041667,0.065476,0.130952,0.214286,0.07,0.055,0.044,0.036,5.028476,4.762281,294.789474,5.052632,5.225738,0.242702,0.044057,2.091392,0.075911,0.112367,0.194346,0.243126,0.192632,0.142368,0.098737,0.062632,0.028712,0.050513,0.104998,0.151029,0.073158,0.067105,0.054737,0.039158,5.471105,5.224692,41343.534626,1.418283,0.05237,0.008975,0.000116,0.022431,0.000498,0.000802,0.002077,0.002751,0.002356,0.000785,0.000342,0.000203,0.00009,0.00019,0.000619,0.001246,0.000527,0.000677,0.000283,0.000108,0.191,0.151356,nonspam
61,16,5.442623,0,0.013994,2.339286,0.163934,0.262295,0.278689,0.442623,0.1,0.08,0.034,0.027,0.065574,0.196721,0.196721,0.344262,0.04,0.06,0.024,0.021,3.819076,3.188088,61,16,5.442623,0,0.013994,2.339286,0.163934,0.262295,0.278689,0.442623,0.1,0.08,0.034,0.027,0.065574,0.196721,0.196721,0.344262,0.04,0.06,0.024,0.021,3.819076,3.188088,98.222222,3.333333,5.050788,0.000842,0.016769,1.694621,0.11984,0.157475,0.227325,0.332302,0.075556,0.058889,0.042222,0.035,0.033556,0.059631,0.078563,0.152388,0.038889,0.034444,0.019333,0.019556,3.800857,3.703437,5739.506173,20.222222,1.660228,0.000006,0.000195,0.42921,0.020731,0.01995,0.015249,0.018962,0.003602,0.00176,0.000913,0.000681,0.003118,0.005143,0.006013,0.014009,0.004877,0.001275,0.000305,0.000213,2.584594,2.539394,nonspam
10,2,4.6,0.1,0.060241,1.217391,0,0,0.2,0.5,0,0,0.004,0.005,0,0,0,0,0,0,0,0,2.079442,2.079442,10,2,4.6,0.1,0.060241,1.217391,0,0,0.2,0.5,0,0,0.004,0.005,0,0,0,0,0,0,0,0,2.079442,2.079442,10,2,4.6,0.1,0.060241,1.217391,0,0,0.2,0.5,0,0,0.004,0.005,0,0,0,0,0,0,0,0,2.079442,2.079442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
12,13,6.166667,0,0.018809,1.146667,0.083333,0.25,0.25,0.333333,0.01,0.015,0.006,0.004,0.083333,0.25,0.333333,0.416667,0.01,0.015,0.008,0.005,2.302585,2.302585,12,13,6.166667,0,0.018809,1.146667,0.083333,0.25,0.25,0.333333,0.01,0.015,0.006,0.004,0.083333,0.25,0.333333,0.416667,0.01,0.015,0.008,0.005,2.302585,2.302585,12,13,6.166667,0,0.018809,1.146667,0.083333,0.25,0.25,0.333333,0.01,0.015,0.006,0.004,0.083333,0.25,0.333333,0.416667,0.01,0.015,0.008,0.005,2.302585,2.302585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
5,5,6.6,0,0.012407,0.826087,0,0.2,0.2,0.2,0,0.005,0.002,0.001,0,0.2,0.2,0.2,0,0.005,0.002,0.001,1.098612,1.098612,59,1,4.915254,0.169492,0.030056,1.638498,0.084746,0.169492,0.237288,0.305085,0.05,0.05,0.028,0.018,0.067797,0.084746,0.135593,0.186441,0.04,0.025,0.016,0.011,4.043051,4.043051,83,1.714286,5.115919,0.06591,0.04489,1.611458,0.072117,0.140411,0.202286,0.270519,0.062857,0.05,0.031143,0.022429,0.03513,0.074513,0.110019,0.142561,0.032857,0.021429,0.014286,0.010286,3.98538,3.98003,2170,1.918367,0.418372,0.00249,0.000363,0.112254,0.002001,0.002284,0.002253,0.002095,0.001192,0.000607,0.000202,0.000125,0.000341,0.002974,0.002065,0.001352,0.000363,0.000112,0.000029,0.00002,1.514388,1.507444,nonspam
142,4,4.901408,0.077465,0.027172,2.116162,0.169014,0.211268,0.28169,0.316901,0.24,0.15,0.08,0.045,0.021127,0.098592,0.225352,0.274648,0.03,0.07,0.064,0.039,4.86859,4.661958,142,4,4.901408,0.077465,0.027172,2.116162,0.169014,0.211268,0.28169,0.316901,0.24,0.15,0.08,0.045,0.021127,0.098592,0.225352,0.274648,0.03,0.07,0.064,0.039,4.86859,4.661958,139.4,2.6,4.859775,0.083034,0.026072,2.036836,0.136618,0.180383,0.264886,0.321187,0.18,0.118,0.0712,0.0436,0.021084,0.073968,0.17421,0.231819,0.032,0.053,0.048,0.0322,4.837903,4.732786,1494.24,0.64,0.008685,0.000242,0.00007,0.008922,0.00138,0.002261,0.001646,0.001858,0.00204,0.000586,0.000199,0.0001,0.000069,0.000523,0.001594,0.001395,0.000416,0.000416,0.000203,0.000079,0.104646,0.117476,nonspam
46,9,6.043478,2.347826,0.006014,1.770492,0.108696,0.23913,0.326087,0.456522,0.05,0.055,0.03,0.021,0.086957,0.108696,0.195652,0.217391,0.04,0.025,0.018,0.01,3.752683,3.682432,46,9,6.043478,2.347826,0.006014,1.770492,0.108696,0.23913,0.326087,0.456522,0.05,0.055,0.03,0.021,0.086957,0.108696,0.195652,0.217391,0.04,0.025,0.018,0.01,3.752683,3.682432,363.19697,8.893939,5.339244,1.272256,0.030459,2.196149,0.059775,0.11906,0.191816,0.295784,0.201667,0.199583,0.129773,0.099008,0.038277,0.058492,0.132902,0.193012,0.12447,0.097765,0.091561,0.066856,5.617496,5.394161,67332.991506,0.731175,0.1154,0.107451,0.000236,0.06978,0.001083,0.001989,0.002775,0.004359,0.021505,0.01367,0.006347,0.003034,0.000324,0.000475,0.001188,0.002332,0.005366,0.003224,0.002676,0.001407,0.467318,0.416756,nonspam
27,0,4.111111,0,0.047788,1.339806,0.111111,0.222222,0.259259,0.37037,0.03,0.03,0.014,0.01,0,0.037037,0.148148,0.222222,0,0.005,0.008,0.006,3.218876,3.218876,27,0,4.111111,0,0.047788,1.339806,0.111111,0.222222,0.259259,0.37037,0.03,0.03,0.014,0.01,0,0.037037,0.148148,0.222222,0,0.005,0.008,0.006,3.218876,3.218876,27,0,4.111111,0,0.047788,1.339806,0.111111,0.222222,0.259259,0.37037,0.03,0.03,0.014,0.01,0,0.037037,0.148148,0.222222,0,0.005,0.008,0.006,3.218876,3.218876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
81,6,7.493827,0,0.022985,2.730159,0.259259,0.320988,0.444444,0.469136,0.21,0.13,0.072,0.038,0.012346,0.111111,0.123457,0.246914,0.01,0.045,0.02,0.02,3.930747,3.478388,81,6,7.493827,0,0.022985,2.730159,0.259259,0.320988,0.444444,0.469136,0.21,0.13,0.072,0.038,0.012346,0.111111,0.123457,0.246914,0.01,0.045,0.02,0.02,3.930747,3.478388,118.916667,2.333333,4.851626,0.008,0.042617,1.883433,0.073724,0.132685,0.222293,0.283437,0.0675,0.065,0.045667,0.030167,0.021864,0.041546,0.090022,0.175097,0.024167,0.020833,0.019333,0.017417,4.293335,4.14127,7900.576389,1.388889,0.796783,0.000208,0.0006,0.151018,0.00395,0.005952,0.01205,0.010809,0.002835,0.001658,0.000707,0.000306,0.000267,0.000687,0.001562,0.006856,0.000291,0.000145,0.000119,0.000098,1.004948,1.051034,nonspam
