@RELATION .\uk-2007-05.obvious_features.csv

@ATTRIBUTE hostid NUMERIC
@ATTRIBUTE number_of_pages NUMERIC
@ATTRIBUTE length_of_hostname NUMERIC
@ATTRIBUTE class {spam,nonspam}
@ATTRIBUTE assessmentscore NUMERIC


@DATA
69099,1114,25,nonspam,0.000000
69161,1,20,nonspam,0.000000
69194,30,21,nonspam,0.000000
69224,1,23,spam,0.750000
69262,41,17,nonspam,0.000000
69264,10,24,nonspam,0.000000
69353,16,23,nonspam,0.000000
69358,14,20,nonspam,0.000000
69427,685,18,nonspam,0.375000
69438,18,27,nonspam,0.200000
69464,11,29,nonspam,0.000000
69469,558,25,spam,0.916667
69495,10,20,nonspam,0.000000
69507,243,15,nonspam,0.000000
69509,3,19,nonspam,0.250000
69551,52,20,nonspam,0.250000
69552,47,21,nonspam,0.000000
69606,1993,19,nonspam,0.000000
69658,24,28,nonspam,0.000000
69689,2,23,spam,0.750000
69701,10,21,nonspam,0.000000
69703,99,25,nonspam,0.000000
69751,15,21,nonspam,0.000000
69792,1,26,nonspam,0.250000
69797,15046,27,nonspam,0.000000
69807,142,25,nonspam,0.000000
69833,85,20,nonspam,0.000000
69837,15,23,nonspam,0.000000
69865,3,20,nonspam,0.000000
69880,51,20,nonspam,0.000000
69989,9,22,nonspam,0.000000
70024,21,13,nonspam,0.000000
70069,12,13,nonspam,0.000000
70111,11,23,nonspam,0.000000
70175,47,18,nonspam,0.000000
70176,5,23,nonspam,0.000000
70210,10,20,nonspam,0.000000
70254,63,29,nonspam,0.000000
70257,42,24,nonspam,0.000000
70270,40,23,nonspam,0.000000
70271,21,23,nonspam,0.000000
70347,17,25,nonspam,0.000000
70400,39,32,nonspam,0.250000
70434,18643,19,nonspam,0.250000
70437,78,24,nonspam,0.000000
70452,371,26,nonspam,0.000000
70475,7947,28,nonspam,0.000000
70487,37,28,nonspam,0.000000
70527,43004,22,nonspam,0.000000
70590,7,32,nonspam,0.000000
70604,1,19,spam,1.000000
70648,31,21,nonspam,0.000000
70651,104,26,nonspam,0.000000
70684,69,33,nonspam,0.000000
70783,69,35,nonspam,0.000000
70816,273,20,nonspam,0.000000
70850,121,23,nonspam,0.000000
70882,37,30,spam,0.750000
70936,131,26,nonspam,0.000000
70978,11,29,nonspam,0.000000
71032,5221,14,nonspam,0.000000
71078,125,14,nonspam,0.000000
71203,2,21,spam,1.000000
71245,7,25,nonspam,0.000000
71251,8,25,nonspam,0.000000
71271,22,20,nonspam,0.000000
71400,50,18,nonspam,0.000000
71409,1,22,nonspam,0.000000
71437,1,20,nonspam,0.000000
71491,1,16,nonspam,0.250000
71529,10,21,nonspam,0.000000
71552,6113,24,nonspam,0.000000
71571,37,25,nonspam,0.000000
71594,28,33,nonspam,0.000000
71606,12,18,nonspam,0.000000
71612,18466,17,nonspam,0.000000
71628,28,25,nonspam,0.100000
71670,9,24,nonspam,0.000000
71699,13,31,nonspam,0.000000
71702,75,18,nonspam,0.000000
71722,49,26,spam,0.750000
71802,28,18,nonspam,0.000000
71904,13,27,spam,1.000000
71949,1,23,nonspam,0.000000
71999,8,15,nonspam,0.000000
72043,34,24,nonspam,0.000000
72047,13,20,nonspam,0.250000
72049,46,17,nonspam,0.000000
72081,124,25,nonspam,0.000000
72095,27,26,nonspam,0.000000
72096,1,26,nonspam,0.000000
72100,5,33,nonspam,0.000000
72115,96,19,nonspam,0.000000
72125,221,27,nonspam,0.000000
72189,1,34,spam,1.000000
72194,1,28,nonspam,0.000000
72226,288,15,nonspam,0.000000
72236,97,21,nonspam,0.000000
72272,566,25,nonspam,0.250000
72280,17,19,nonspam,0.000000
72339,16,19,nonspam,0.000000
72343,66,32,nonspam,0.000000
72346,20,26,nonspam,0.000000
72405,14,30,nonspam,0.000000
72418,1,15,nonspam,0.000000
72441,1,18,nonspam,0.250000
72519,5,22,nonspam,0.000000
72540,39,21,nonspam,0.000000
72628,1,20,nonspam,0.000000
72653,14,18,nonspam,0.000000
72656,47,20,nonspam,0.000000
72700,218,27,nonspam,0.000000
72713,42372,16,nonspam,0.000000
72727,10,21,nonspam,0.000000
72730,119,16,nonspam,0.000000
72740,127,34,nonspam,0.000000
72749,1,21,nonspam,0.000000
72771,56,29,nonspam,0.000000
72928,6,20,nonspam,0.000000
72935,25,24,nonspam,0.000000
72958,1060,17,nonspam,0.000000
72990,46,18,nonspam,0.000000
72997,2,20,nonspam,0.000000
73031,6,21,nonspam,0.000000
73050,7,21,nonspam,0.000000
73068,2383,20,nonspam,0.000000
73077,106,21,nonspam,0.000000
73119,1016,23,nonspam,0.000000
73162,74,16,nonspam,0.000000
73170,10,17,nonspam,0.000000
73192,38,18,nonspam,0.000000
73262,16,25,nonspam,0.000000
73287,56,16,nonspam,0.000000
73339,5,28,nonspam,0.166667
73366,2,21,nonspam,0.000000
73392,8,29,nonspam,0.000000
73460,1,22,nonspam,0.000000
73469,2,20,nonspam,0.000000
73497,21,15,nonspam,0.000000
73510,148,14,nonspam,0.166667
73542,3,16,nonspam,0.000000
73565,43,21,nonspam,0.000000
73569,9,24,nonspam,0.000000
73583,25,26,nonspam,0.000000
73635,21,16,nonspam,0.000000
73649,131,18,nonspam,0.000000
73720,206,29,nonspam,0.000000
73721,1,26,nonspam,0.000000
73795,1790,21,nonspam,0.000000
73821,36,18,nonspam,0.000000
73844,4,18,nonspam,0.000000
73862,1,14,nonspam,0.000000
73875,1,16,nonspam,0.000000
73877,13,21,nonspam,0.000000
73888,211,19,nonspam,0.000000
73906,34171,23,nonspam,0.000000
73964,95,25,nonspam,0.000000
73977,49754,19,nonspam,0.000000
73987,25,18,nonspam,0.000000
74011,23470,21,nonspam,0.166667
74067,5,28,nonspam,0.166667
74091,112,19,spam,1.000000
74122,46,17,nonspam,0.000000
74262,124,22,nonspam,0.000000
74290,137,19,nonspam,0.000000
74329,1,16,nonspam,0.000000
74356,32,19,nonspam,0.000000
74430,13,18,nonspam,0.000000
74431,36,27,nonspam,0.000000
74440,135,17,nonspam,0.000000
74463,7,18,nonspam,0.000000
74493,101,13,nonspam,0.000000
74540,27,27,nonspam,0.000000
74551,18,18,nonspam,0.000000
74576,1,21,spam,1.000000
74581,16,19,nonspam,0.000000
74598,53,19,nonspam,0.000000
74636,185,22,nonspam,0.000000
74645,77,31,nonspam,0.250000
74651,16,22,nonspam,0.000000
74654,9,27,nonspam,0.000000
74673,1,23,nonspam,0.000000
74689,24,30,nonspam,0.000000
74692,20,23,nonspam,0.000000
74702,14,22,nonspam,0.000000
74719,286,26,nonspam,0.000000
74734,227,34,nonspam,0.312500
74738,67,22,nonspam,0.000000
74769,102,24,nonspam,0.000000
74810,51,21,nonspam,0.000000
74838,15,25,nonspam,0.000000
74893,2,24,nonspam,0.000000
74928,241,22,nonspam,0.000000
74993,37868,17,nonspam,0.000000
75021,1,29,nonspam,0.000000
75027,9,32,nonspam,0.000000
75072,305,22,nonspam,0.000000
75078,18,29,nonspam,0.333333
75110,4,34,nonspam,0.000000
75162,1359,25,nonspam,0.000000
75170,613,26,nonspam,0.000000
75277,700,23,nonspam,0.250000
75281,7,20,nonspam,0.000000
75287,18399,22,spam,0.600000
75316,44,24,nonspam,0.000000
75326,1,25,nonspam,0.000000
75409,84,16,nonspam,0.000000
75420,2,24,nonspam,0.000000
75443,30854,15,nonspam,0.000000
75456,5,18,nonspam,0.000000
75461,590,14,nonspam,0.000000
75478,83,15,nonspam,0.000000
75537,151,15,nonspam,0.000000
75540,47,20,nonspam,0.000000
75585,10,24,nonspam,0.250000
75590,2,31,nonspam,0.000000
75603,8,23,nonspam,0.000000
75613,3,18,nonspam,0.000000
75645,161,26,nonspam,0.166667
75648,12,19,nonspam,0.000000
75649,458,31,nonspam,0.000000
75657,5,22,nonspam,0.000000
75662,75,21,nonspam,0.000000
75664,14,28,nonspam,0.000000
75668,1,23,nonspam,0.000000
75673,25,30,nonspam,0.300000
75708,63,14,nonspam,0.000000
75722,6,26,nonspam,0.000000
75724,15,18,nonspam,0.000000
75730,64,25,nonspam,0.000000
75751,8,20,nonspam,0.000000
75756,27,24,nonspam,0.000000
75793,1,26,nonspam,0.000000
75849,6,24,nonspam,0.000000
75887,58,27,nonspam,0.000000
75890,1,23,nonspam,0.000000
75924,11,19,nonspam,0.000000
75972,1,21,spam,1.000000
75975,535,19,nonspam,0.000000
76014,1653,23,nonspam,0.000000
76018,32,17,nonspam,0.000000
76074,12,26,nonspam,0.000000
76085,31,23,nonspam,0.000000
76093,38,27,nonspam,0.000000
76145,56,28,spam,0.875000
76149,11,29,nonspam,0.000000
76156,14,32,nonspam,0.000000
76183,15,22,nonspam,0.000000
76271,1,17,nonspam,0.000000
76295,14332,25,nonspam,0.000000
76303,36,34,nonspam,0.000000
76339,40,28,nonspam,0.000000
76368,3,21,nonspam,0.125000
76373,152,20,nonspam,0.333333
76413,31,23,nonspam,0.000000
76421,164,21,nonspam,0.000000
76436,26,25,nonspam,0.000000
76455,21,20,nonspam,0.000000
76473,30,27,nonspam,0.000000
76481,2,34,nonspam,0.000000
76493,234,16,spam,0.750000
76552,12,15,nonspam,0.000000
76584,19,22,nonspam,0.000000
76636,75,20,nonspam,0.000000
76669,9,19,nonspam,0.000000
76675,3,26,spam,1.000000
76678,13,18,nonspam,0.000000
76709,33,16,nonspam,0.250000
76739,176,19,nonspam,0.000000
76777,588,26,nonspam,0.000000
76778,4,19,nonspam,0.000000
76787,1,19,nonspam,0.250000
76790,25,14,nonspam,0.000000
77091,69,23,nonspam,0.000000
77092,7,20,nonspam,0.000000
77117,1,13,nonspam,0.000000
77126,18,16,nonspam,0.000000
77186,621,16,nonspam,0.166667
77218,26,20,nonspam,0.000000
77252,20161,28,nonspam,0.250000
77253,909,18,nonspam,0.000000
77275,15,23,spam,0.666667
77305,209,22,nonspam,0.250000
77308,6,25,nonspam,0.000000
77435,24,31,nonspam,0.000000
77440,21,23,nonspam,0.300000
77473,13,22,nonspam,0.000000
77497,539,16,nonspam,0.000000
77547,1,17,nonspam,0.000000
77556,1,30,nonspam,0.000000
77601,20,31,nonspam,0.000000
77606,13637,26,nonspam,0.000000
77630,69,25,nonspam,0.000000
77658,22876,16,nonspam,0.000000
77684,15,30,nonspam,0.000000
77716,23,24,nonspam,0.000000
77730,995,20,nonspam,0.000000
77737,41,16,nonspam,0.000000
77754,11,18,nonspam,0.000000
77800,543,14,nonspam,0.000000
77875,789,15,nonspam,0.000000
77899,4613,14,nonspam,0.250000
77900,1,23,nonspam,0.000000
77921,2163,14,nonspam,0.000000
77928,1,16,nonspam,0.000000
77945,89,16,nonspam,0.000000
77979,5,18,spam,1.000000
77995,700,15,nonspam,0.000000
78026,1,27,nonspam,0.000000
78072,12,14,nonspam,0.000000
78073,1,15,spam,1.000000
78100,1,23,nonspam,0.000000
78176,30,17,nonspam,0.000000
78244,13,21,nonspam,0.000000
78296,88,20,nonspam,0.000000
78365,52,20,nonspam,0.000000
78396,916,20,nonspam,0.000000
78400,727,24,nonspam,0.437500
78436,2,22,nonspam,0.000000
78459,214,20,nonspam,0.000000
78468,3439,33,nonspam,0.250000
78475,1,28,spam,0.700000
78505,8,25,nonspam,0.000000
78541,11,24,nonspam,0.000000
78556,218,28,nonspam,0.000000
78576,126,16,nonspam,0.000000
78583,63,23,nonspam,0.000000
78629,6,26,nonspam,0.000000
78676,267,25,nonspam,0.125000
78697,32171,20,nonspam,0.000000
78737,25,27,nonspam,0.000000
78744,175,18,nonspam,0.000000
78753,41,19,nonspam,0.000000
78767,23,21,nonspam,0.000000
78768,3,26,nonspam,0.000000
78780,98,37,nonspam,0.000000
78826,244,16,nonspam,0.000000
78855,230,22,nonspam,0.000000
78897,34,16,nonspam,0.000000
78917,65,22,nonspam,0.000000
78994,20,21,nonspam,0.214286
79012,4,38,nonspam,0.250000
79035,955,13,nonspam,0.000000
79044,8,21,nonspam,0.000000
79054,1,20,nonspam,0.000000
79103,3,23,nonspam,0.000000
79147,2601,20,nonspam,0.000000
79152,11,21,nonspam,0.000000
79162,26,25,nonspam,0.000000
79184,5,15,nonspam,0.000000
79257,13,18,nonspam,0.000000
79259,23,15,nonspam,0.000000
79267,645,14,nonspam,0.000000
79308,3,28,nonspam,0.000000
79361,140,22,nonspam,0.000000
79375,81,23,nonspam,0.000000
79399,1,24,spam,1.000000
79432,91,24,nonspam,0.000000
79442,34,19,nonspam,0.000000
79507,15,17,nonspam,0.000000
79511,576,22,nonspam,0.000000
79566,3,21,nonspam,0.000000
79619,8,32,nonspam,0.000000
79629,7,24,nonspam,0.000000
79712,1,31,nonspam,0.000000
79722,8,25,nonspam,0.000000
79735,1,43,nonspam,0.000000
79788,182,26,nonspam,0.000000
79790,369,26,nonspam,0.000000
79792,5,24,nonspam,0.000000
79836,5108,24,nonspam,0.000000
79847,8,33,nonspam,0.000000
79853,41,22,nonspam,0.000000
79857,3,33,nonspam,0.000000
79866,4,36,nonspam,0.000000
79882,7,25,nonspam,0.000000
79888,1,26,nonspam,0.000000
79903,1,25,nonspam,0.000000
79923,5,26,nonspam,0.000000
80000,3,22,nonspam,0.000000
80002,1,21,nonspam,0.333333
80039,1,37,nonspam,0.000000
80056,68,21,nonspam,0.000000
80059,14,19,nonspam,0.000000
80063,7301,25,nonspam,0.000000
80087,2,24,nonspam,0.000000
80124,2,35,nonspam,0.250000
80151,67,14,nonspam,0.000000
80165,24352,18,nonspam,0.000000
80276,7098,13,nonspam,0.000000
80362,33,22,nonspam,0.000000
80389,26,33,nonspam,0.000000
80399,4,35,nonspam,0.000000
80414,578,15,nonspam,0.000000
80426,76,17,nonspam,0.000000
80436,47,26,nonspam,0.000000
80445,16419,15,nonspam,0.000000
80447,319,18,nonspam,0.000000
80473,179,15,nonspam,0.000000
80512,1,25,nonspam,0.000000
80554,5,18,nonspam,0.000000
80615,186,27,nonspam,0.000000
80668,510,35,nonspam,0.000000
80673,93,29,nonspam,0.000000
80724,42,26,nonspam,0.000000
80813,34,16,nonspam,0.000000
80829,1,22,nonspam,0.000000
80855,60,13,nonspam,0.000000
80856,416,16,nonspam,0.000000
80881,16,14,nonspam,0.000000
80899,1,31,nonspam,0.000000
80945,25,22,nonspam,0.000000
80973,5,14,nonspam,0.000000
81015,804,20,nonspam,0.000000
81022,377,21,nonspam,0.000000
81033,30,21,nonspam,0.000000
81050,13,34,nonspam,0.000000
81070,41231,24,nonspam,0.250000
81099,37,28,nonspam,0.000000
81167,5,26,nonspam,0.000000
81208,50,29,nonspam,0.000000
81215,5,25,nonspam,0.000000
81241,62,30,nonspam,0.250000
81366,18,25,nonspam,0.000000
81407,14,25,nonspam,0.000000
81412,30,24,nonspam,0.000000
81449,1061,23,nonspam,0.375000
81464,19,21,nonspam,0.000000
81496,1,23,nonspam,0.000000
81504,81,19,nonspam,0.000000
81517,57,20,nonspam,0.000000
81553,950,16,nonspam,0.000000
81561,15938,14,nonspam,0.000000
81570,26,30,nonspam,0.000000
81593,43,26,nonspam,0.000000
81595,632,18,nonspam,0.000000
81638,5,21,nonspam,0.000000
81674,38,18,nonspam,0.000000
81731,16,21,nonspam,0.000000
81733,1,21,spam,1.000000
81795,50,18,nonspam,0.000000
81798,9,23,nonspam,0.000000
81806,181,22,nonspam,0.000000
81817,22,22,nonspam,0.000000
81851,1,23,nonspam,0.000000
81864,23,21,nonspam,0.000000
81926,97,19,nonspam,0.000000
81943,41,26,nonspam,0.000000
81966,34,15,nonspam,0.000000
81971,15,17,nonspam,0.000000
82008,2,22,nonspam,0.000000
82045,18,19,nonspam,0.000000
82079,809,16,nonspam,0.000000
82102,73,19,nonspam,0.000000
82137,108,19,nonspam,0.000000
82149,450,28,nonspam,0.250000
82157,1,26,nonspam,0.000000
82169,428,22,nonspam,0.000000
82198,35,24,nonspam,0.000000
82309,1,16,spam,1.000000
82337,1,25,nonspam,0.000000
82390,1,30,spam,1.000000
82437,44,15,nonspam,0.000000
82454,23,14,nonspam,0.000000
82458,61,28,nonspam,0.000000
82469,80,17,nonspam,0.000000
82477,2,14,nonspam,0.000000
82515,1,31,nonspam,0.000000
82539,1,20,nonspam,0.000000
82559,11036,17,spam,1.000000
82575,40,31,nonspam,0.000000
82596,56,31,nonspam,0.000000
82598,8,23,nonspam,0.000000
82608,50,37,nonspam,0.000000
82610,8,25,nonspam,0.000000
82632,99,18,nonspam,0.000000
82642,52,16,nonspam,0.000000
82675,15,17,nonspam,0.000000
82681,23,18,nonspam,0.000000
82709,87,20,nonspam,0.250000
82716,15,24,nonspam,0.000000
82725,2,18,nonspam,0.000000
82762,10,24,nonspam,0.000000
82821,33,21,nonspam,0.000000
82836,5,30,nonspam,0.000000
82914,14,29,nonspam,0.000000
82916,30638,17,nonspam,0.000000
82983,3,31,nonspam,0.250000
82991,2,21,nonspam,0.000000
83006,41,17,nonspam,0.000000
83074,6,25,nonspam,0.000000
83128,19,19,nonspam,0.000000
83226,4,30,nonspam,0.000000
83276,130,20,nonspam,0.000000
83293,12445,28,nonspam,0.000000
83319,5,22,nonspam,0.000000
83367,15,27,nonspam,0.000000
83416,1,20,nonspam,0.000000
83444,3346,18,nonspam,0.000000
83472,10,17,nonspam,0.000000
83476,23011,15,nonspam,0.000000
83533,10,17,spam,0.750000
83554,1,19,nonspam,0.000000
83555,121,22,nonspam,0.000000
83661,3,26,nonspam,0.000000
83740,1,40,nonspam,0.375000
83764,12,22,nonspam,0.000000
83777,3,27,nonspam,0.000000
83815,146,17,nonspam,0.000000
83857,705,26,nonspam,0.214286
83874,11,21,nonspam,0.000000
83885,62,18,nonspam,0.000000
83943,1,17,nonspam,0.000000
83949,1,22,nonspam,0.000000
83975,10,23,nonspam,0.000000
84001,26,21,nonspam,0.000000
84012,10,27,nonspam,0.000000
84022,86,20,nonspam,0.000000
84095,52,25,nonspam,0.000000
84106,8,27,nonspam,0.000000
84116,82,22,nonspam,0.250000
84182,24,32,nonspam,0.000000
84213,3,24,nonspam,0.000000
84219,335,25,spam,1.000000
84220,44,17,spam,0.750000
84352,49964,20,nonspam,0.000000
84391,10247,24,nonspam,0.000000
84395,12,21,nonspam,0.000000
84439,17,23,nonspam,0.000000
84446,3,14,nonspam,0.000000
84447,37,14,nonspam,0.000000
84462,15,17,nonspam,0.000000
84469,72,15,nonspam,0.000000
84496,20,22,nonspam,0.000000
84570,1,18,nonspam,0.000000
84589,5,22,nonspam,0.000000
84608,34,34,nonspam,0.000000
84621,1294,26,nonspam,0.000000
84637,188,23,nonspam,0.000000
84681,9,30,nonspam,0.000000
84726,308,20,nonspam,0.000000
84758,3222,22,nonspam,0.250000
84766,796,19,nonspam,0.000000
84795,7034,13,nonspam,0.000000
84832,1182,25,nonspam,0.000000
84836,7,35,nonspam,0.000000
84840,1195,27,nonspam,0.000000
84850,1,22,nonspam,0.000000
84859,11,26,nonspam,0.250000
84865,21,24,nonspam,0.000000
84911,59,17,nonspam,0.000000
84936,206,24,nonspam,0.000000
84942,9,29,nonspam,0.000000
85031,30,20,nonspam,0.000000
85078,29,24,nonspam,0.000000
85131,1,28,nonspam,0.000000
85132,5,23,nonspam,0.000000
85183,3,20,nonspam,0.000000
85190,566,19,nonspam,0.000000
85210,4,23,nonspam,0.000000
85213,20,18,nonspam,0.000000
85275,24,15,nonspam,0.250000
85286,1,19,spam,1.000000
85312,121,20,nonspam,0.250000
85410,16272,18,nonspam,0.250000
85438,1,18,nonspam,0.000000
85480,5,23,nonspam,0.000000
85498,13,17,nonspam,0.000000
85507,333,18,nonspam,0.000000
85542,291,29,nonspam,0.000000
85655,12,24,nonspam,0.000000
85658,26,25,nonspam,0.000000
85665,19159,21,nonspam,0.000000
85678,57,20,nonspam,0.000000
85701,2369,25,spam,1.000000
85734,262,25,nonspam,0.000000
85743,10,25,nonspam,0.000000
85781,1476,28,nonspam,0.000000
85794,13,19,nonspam,0.000000
85803,25,28,nonspam,0.000000
85804,10,19,nonspam,0.000000
85814,2357,21,nonspam,0.250000
85849,1,22,spam,0.750000
85898,38,15,nonspam,0.000000
86048,11,21,nonspam,0.000000
86059,66,22,nonspam,0.000000
86085,14941,23,nonspam,0.000000
86088,906,28,nonspam,0.000000
86091,1,23,nonspam,0.000000
86118,532,20,nonspam,0.000000
86181,174,18,nonspam,0.000000
86202,25844,14,nonspam,0.000000
86208,94,27,nonspam,0.300000
86262,289,18,nonspam,0.300000
86328,3795,17,nonspam,0.000000
86384,3,29,nonspam,0.000000
86388,94,20,nonspam,0.000000
86395,11,17,nonspam,0.000000
86422,1,19,nonspam,0.000000
86488,22,25,nonspam,0.000000
86546,12,31,nonspam,0.000000
86569,12,23,nonspam,0.000000
86586,32,29,nonspam,0.000000
86617,62,38,nonspam,0.000000
86634,181,38,nonspam,0.000000
86644,44,22,nonspam,0.000000
86659,32,22,nonspam,0.000000
86680,5,27,nonspam,0.000000
86713,27,24,nonspam,0.000000
86722,13,19,nonspam,0.000000
86732,19,24,nonspam,0.000000
86738,3,22,nonspam,0.000000
86768,1,25,nonspam,0.000000
86854,1,24,nonspam,0.000000
86897,1,18,spam,1.000000
86911,7,27,nonspam,0.000000
86915,135,22,nonspam,0.071429
86925,3401,17,nonspam,0.000000
86949,5301,20,nonspam,0.000000
86964,7,20,nonspam,0.000000
86967,1,18,nonspam,0.000000
87028,70,27,nonspam,0.000000
87052,12,22,nonspam,0.000000
87111,23,27,nonspam,0.285714
87138,45,26,nonspam,0.000000
87234,11,17,nonspam,0.000000
87261,38599,21,spam,1.000000
87291,159,21,nonspam,0.000000
87347,5,31,nonspam,0.000000
87451,37,23,nonspam,0.000000
87502,4662,18,nonspam,0.000000
87539,33,17,nonspam,0.000000
87574,72,20,nonspam,0.000000
87581,104,21,nonspam,0.166667
87585,1343,21,nonspam,0.000000
87595,28,21,nonspam,0.000000
87601,53,29,nonspam,0.000000
87671,1,20,nonspam,0.000000
87711,111,21,nonspam,0.000000
87767,1,15,nonspam,0.000000
87838,48,29,spam,1.000000
87851,3,24,nonspam,0.000000
87864,10,19,nonspam,0.000000
87878,49,20,nonspam,0.000000
87899,59,24,nonspam,0.250000
87901,4,24,nonspam,0.000000
87913,24,34,nonspam,0.000000
87926,2,22,nonspam,0.000000
87960,17,20,nonspam,0.000000
88004,41,21,nonspam,0.000000
88116,56,19,nonspam,0.000000
88153,11,21,nonspam,0.100000
88215,92,23,nonspam,0.000000
88228,36,19,nonspam,0.000000
88240,7,21,nonspam,0.000000
88311,10518,20,nonspam,0.000000
88314,19,21,nonspam,0.000000
88327,32,20,nonspam,0.000000
88342,1,24,nonspam,0.000000
88347,1,19,nonspam,0.000000
88389,1,22,nonspam,0.000000
88451,1,18,nonspam,0.000000
88459,6,16,nonspam,0.000000
88506,17,27,nonspam,0.000000
88586,8,31,nonspam,0.000000
88589,25,30,nonspam,0.000000
88616,304,14,nonspam,0.000000
88635,12,19,nonspam,0.000000
88652,328,19,nonspam,0.000000
88683,12,20,nonspam,0.000000
88694,2,25,nonspam,0.000000
88764,6096,16,nonspam,0.000000
88820,30,13,nonspam,0.000000
88863,24,20,nonspam,0.000000
88864,1,14,nonspam,0.000000
88897,2592,23,nonspam,0.200000
88898,7,25,nonspam,0.000000
88939,34,19,nonspam,0.000000
88952,1,30,nonspam,0.000000
89029,956,26,nonspam,0.000000
89053,6593,21,nonspam,0.000000
89093,927,18,nonspam,0.250000
89170,90,29,nonspam,0.000000
89202,134,22,nonspam,0.000000
89204,1,19,nonspam,0.000000
89221,3,22,nonspam,0.000000
89233,1,26,spam,1.000000
89261,12,33,nonspam,0.000000
89304,1,23,nonspam,0.000000
89319,31,20,nonspam,0.000000
89388,13,21,nonspam,0.000000
89402,1,25,spam,1.000000
89414,31,24,nonspam,0.000000
89425,10,21,nonspam,0.000000
89497,10,16,nonspam,0.000000
89510,156,28,nonspam,0.000000
89535,6,15,spam,1.000000
89598,26,27,nonspam,0.000000
89608,12,19,nonspam,0.000000
89660,188,19,nonspam,0.000000
89726,26,19,nonspam,0.000000
89737,3,25,nonspam,0.000000
89749,3,23,nonspam,0.000000
89765,1,16,nonspam,0.000000
89768,20,31,nonspam,0.000000
89819,43,19,nonspam,0.250000
89820,4,27,nonspam,0.000000
89845,85,14,nonspam,0.000000
89886,10,16,nonspam,0.000000
89927,652,21,nonspam,0.250000
89934,2,19,nonspam,0.000000
89940,11,41,nonspam,0.000000
89949,8,33,nonspam,0.000000
89953,553,28,nonspam,0.000000
89991,156,18,nonspam,0.000000
89997,37,24,nonspam,0.000000
90008,164,16,nonspam,0.000000
90031,17,25,nonspam,0.000000
90068,9,34,nonspam,0.000000
90120,84,24,nonspam,0.000000
90134,28,24,nonspam,0.000000
90209,58,14,nonspam,0.000000
90217,28,14,nonspam,0.000000
90231,25,24,nonspam,0.000000
90267,1,28,spam,1.000000
90273,21,23,nonspam,0.000000
90299,1,16,nonspam,0.000000
90300,68,19,nonspam,0.000000
90309,8,26,nonspam,0.000000
90371,404,21,nonspam,0.000000
90375,26,29,spam,1.000000
90425,12,30,nonspam,0.000000
90439,5,21,nonspam,0.000000
90444,14,18,nonspam,0.000000
90491,76,15,nonspam,0.000000
90587,21,30,nonspam,0.000000
90616,47,16,nonspam,0.000000
90617,1,27,nonspam,0.000000
90618,33,31,nonspam,0.000000
90646,1,24,nonspam,0.000000
90812,29,25,nonspam,0.000000
90826,618,27,nonspam,0.250000
90835,104,29,nonspam,0.000000
90891,1,21,nonspam,0.250000
90905,1,28,spam,0.857143
90940,19,23,nonspam,0.250000
90961,9,20,nonspam,0.000000
90985,1,25,nonspam,0.000000
91052,1,31,nonspam,0.000000
91088,7,15,nonspam,0.000000
91090,5,16,nonspam,0.000000
91130,132,28,nonspam,0.000000
91211,1,19,nonspam,0.000000
91214,11,32,nonspam,0.000000
91239,1,29,nonspam,0.000000
91263,707,29,nonspam,0.000000
91307,36,23,nonspam,0.000000
91312,1,16,nonspam,0.000000
91338,334,16,nonspam,0.000000
91356,28,28,nonspam,0.000000
91364,17,20,nonspam,0.000000
91393,11,25,nonspam,0.000000
91403,80,30,nonspam,0.000000
91434,25630,20,nonspam,0.000000
91466,1,31,nonspam,0.000000
91508,348,16,nonspam,0.000000
91522,450,16,nonspam,0.000000
91523,9,21,nonspam,0.000000
91565,92,15,nonspam,0.000000
91595,16,22,nonspam,0.000000
91621,23,25,nonspam,0.000000
91633,3,20,nonspam,0.000000
91713,25,19,nonspam,0.000000
91726,81,15,nonspam,0.000000
91810,18,20,nonspam,0.000000
91839,10,24,nonspam,0.000000
91861,226,32,nonspam,0.000000
91878,22,17,nonspam,0.300000
91913,48,21,nonspam,0.250000
91918,37,23,nonspam,0.000000
91931,8,23,nonspam,0.000000
91934,1,22,spam,1.000000
91940,11,21,nonspam,0.000000
91966,26,34,nonspam,0.000000
91970,5138,16,nonspam,0.000000
92015,1,25,nonspam,0.000000
92025,4,13,nonspam,0.000000
92079,1,25,nonspam,0.000000
92133,41,22,nonspam,0.000000
92148,1,21,nonspam,0.000000
92156,17,20,nonspam,0.000000
92164,40,25,nonspam,0.000000
92167,774,19,nonspam,0.000000
92243,22,27,nonspam,0.000000
92286,1218,18,nonspam,0.166667
92296,1,23,spam,1.000000
92341,20,26,nonspam,0.000000
92407,50,25,nonspam,0.000000
92430,18,30,nonspam,0.000000
92438,354,26,nonspam,0.000000
92466,36,22,nonspam,0.000000
92522,1,17,nonspam,0.000000
92549,3,24,nonspam,0.000000
92561,10,27,nonspam,0.000000
92568,1,26,nonspam,0.000000
92579,1,23,nonspam,0.000000
92587,60,18,nonspam,0.000000
92593,1,25,nonspam,0.000000
92594,16,22,nonspam,0.000000
92604,26,23,nonspam,0.000000
92613,26,21,nonspam,0.000000
92622,3,30,nonspam,0.000000
92630,16,22,nonspam,0.000000
92635,1,33,nonspam,0.000000
92689,1,23,nonspam,0.000000
92709,12,23,nonspam,0.000000
