@relation '.\\uk-2007-05.link_based_features.csv'

@attribute eq_hp_mp numeric
@attribute assortativity_hp numeric
@attribute assortativity_mp numeric
@attribute avgin_of_out_hp numeric
@attribute avgin_of_out_mp numeric
@attribute avgout_of_in_hp numeric
@attribute avgout_of_in_mp numeric
@attribute indegree_hp numeric
@attribute indegree_mp numeric
@attribute neighbors_2_hp numeric
@attribute neighbors_2_mp numeric
@attribute neighbors_3_hp numeric
@attribute neighbors_3_mp numeric
@attribute neighbors_4_hp numeric
@attribute neighbors_4_mp numeric
@attribute outdegree_hp numeric
@attribute outdegree_mp numeric
@attribute pagerank_hp numeric
@attribute pagerank_mp numeric
@attribute prsigma_hp numeric
@attribute prsigma_mp numeric
@attribute reciprocity_hp numeric
@attribute reciprocity_mp numeric
@attribute siteneighbors_1_hp numeric
@attribute siteneighbors_1_mp numeric
@attribute siteneighbors_2_hp numeric
@attribute siteneighbors_2_mp numeric
@attribute siteneighbors_3_hp numeric
@attribute siteneighbors_3_mp numeric
@attribute siteneighbors_4_hp numeric
@attribute siteneighbors_4_mp numeric
@attribute truncatedpagerank_1_hp numeric
@attribute truncatedpagerank_1_mp numeric
@attribute truncatedpagerank_2_hp numeric
@attribute truncatedpagerank_2_mp numeric
@attribute truncatedpagerank_3_hp numeric
@attribute truncatedpagerank_3_mp numeric
@attribute truncatedpagerank_4_hp numeric
@attribute truncatedpagerank_4_mp numeric
@attribute trustrank_hp numeric
@attribute trustrank_mp numeric
@attribute class {spam,nonspam}

@data
1,4.687544,4.687544,12.066667,12.066667,10.589041,10.589041,73,73,108,108,2151,2151,9373,9373,14,14,0,0,0.309836,0.309836,1,1,3,3,4,4,4,4,553,553,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.172043,1.037594,11,10,238,11.090909,1,11,380,14,23829,397,149404,23829,11,10,0,0,0,0.112683,0,1,1,1,1,2,226,2,334,300,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.719708,0.719708,21,21,33.107143,33.107143,28,28,501,501,32324,32324,149404,149404,21,21,0,0,0.247228,0.247228,1,1,3,3,5,5,265,265,416,416,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.054866,1.054866,39.473682,39.473682,140.059631,140.059631,587,587,29184,29184,125309,125309,635963,635963,18,18,0.000001,0.000001,1.694388,1.694388,1,1,17,17,75,75,397,397,1329,1329,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,nonspam
1,0.642123,0.642123,9,9,15.142858,15.142858,14,14,256,256,397,397,36349,36349,9,9,0,0,0.574144,0.574144,1,1,3,3,5,5,21,21,22,22,0,0,0,0,0,0,0,0,0,0,nonspam
0,97.697182,1343.893433,0.947368,0,21.453266,4.03045,3199,10082,3561,11967,4606,11967,22736,11967,18,0,0.000001,0.000014,0.096783,0.024429,1,1,5,1,35,1,105,9,119,62,0,0.000005,0,0.000003,0,0.000003,0,0.000002,0.000001,0.000004,spam
1,2.87543,2.87543,157.454544,157.454544,33.490685,33.490685,161,161,221,221,306,306,1425,1425,32,32,0,0,0.643811,0.643811,0.969697,0.969697,3,3,5,5,19,19,138,138,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.864865,1.111111,4.5,3.6,4.25,4,4,4,9,9,14,14,81,81,4,4,0,0,0.019762,0.014364,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0.000047,0.000056,nonspam
1,1.195429,1.195429,18.75,18.75,40.38356,40.38356,73,73,577,577,46605,46605,120840,120840,7,7,0,0,0.471553,0.471553,1,1,8,8,48,48,397,397,712,712,0,0,0,0,0,0,0,0,0,0,nonspam
0,19.024891,31.078852,2204.945068,3041.704346,104.618118,62.609486,3797,3795,25782,4995,204415,25782,635963,204416,90,70,0,0.000001,0.194328,0.111686,0.538462,0.43662,17,1,25,17,115,40,296,123,0,0,0,0,0,0,0,0,0,0,nonspam
1,2.040359,2.040359,20.058823,20.058823,13.147058,13.147058,34,34,39,39,212,212,2010,2010,16,16,0,0,0.386761,0.386761,1,1,2,2,2,2,2,2,52,52,0,0,0,0,0,0,0,0,0,0,nonspam
1,2.030746,2.030746,65.814812,65.814812,25.896105,25.896105,77,77,90,90,542,542,911,911,26,26,0,0,0.778224,0.778224,1,1,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.462001,2.024726,92.081078,99.878784,19.90909,33.805824,11,103,36,107,1327,133,8644,1388,37,32,0,0,0.321456,0.738422,0,1,4,1,5,6,5,6,114,6,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.449376,21.767338,34.111111,3,21.888889,3.414286,9,70,104,88,162,138,7631,138,9,69,0,0,0.421926,0.00818,0,1,5,1,7,1,10,1,10,1,0,0,0,0,0,0,0,0,0.00004,0,nonspam
1,1.907762,1.907762,14.789474,14.789474,23.613636,23.613636,44,44,334,334,36213,36213,84646,84646,18,18,0,0,0.637313,0.637313,0.578947,0.578947,10,10,13,13,24,24,471,471,0,0,0,0,0,0,0,0,0,0,nonspam
1,17.71026,17.71026,5.666667,5.666667,18.064516,18.064516,434,434,2714,2714,23273,23273,99457,99457,15,15,0,0,0.2583,0.2583,1,1,10,10,17,17,97,97,752,752,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.137931,0.137931,0,0,23.5,23.5,6,6,38,38,38,38,42,42,0,0,0,0,0.000036,0.000036,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.507038,1.507038,30.875,30.875,21.26087,21.26087,115,115,7948,7948,9528,9528,64537,64537,23,23,0,0,0.756421,0.756421,0.958333,0.958333,5,5,10,10,62,62,410,410,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.121076,0.121076,0,0,23.333334,23.333334,9,9,464,464,6856,6856,29127,29127,0,0,0,0,0.911536,0.911536,1,1,3,3,12,12,40,40,158,158,0,0,0,0,0,0,0,0,0,0,nonspam
1,2.157429,2.157429,22.200001,22.200001,25.01111,25.01111,90,90,2388,2388,59692,59692,217543,217543,39,39,0,0,0.968192,0.968192,0.95,0.95,17,17,48,48,160,160,410,410,0,0,0,0,0,0,0,0,0,0,spam
1,0.947368,0.947368,1.333333,1.333333,3.5,3.5,2,2,3,3,3,3,3,3,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.740323,0.740323,8.1,8.1,23.5,23.5,16,16,150,150,355,355,12547,12547,9,9,0,0,0.34139,0.34139,1,1,5,5,8,8,16,16,16,16,0,0,0,0,0,0,0,0,0.000062,0.000062,nonspam
1,0.80047,0.80047,155.846161,155.846161,38.869564,38.869564,69,69,1553,1553,47540,47540,61139,61139,25,25,0,0,0.44943,0.44943,0.961538,0.961538,5,5,12,12,23,23,217,217,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.161716,1.2,1,1.2,46,1,6,1,23,6,5311,24,125883,5311,1,5,0,0,0.401884,0,0,0,4,1,10,6,145,10,446,207,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.833962,0.833962,2.25,2.25,17.083334,17.083334,12,12,43,43,257,257,16180,16180,3,3,0,0,0.381923,0.381923,1,1,7,7,9,9,9,9,68,68,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.536503,0.536503,115.869568,115.869568,9.482759,9.482759,29,29,226,226,1248,1248,26025,26025,22,22,0,0,0.262372,0.262372,0.869565,0.869565,3,3,13,13,45,45,276,276,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.324609,0.324609,0.5,0.5,44.780487,44.780487,41,41,4268,4268,16443,16443,149404,149404,1,1,0,0,0.556067,0.556067,1,1,10,10,13,13,24,24,849,849,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.798111,0.798111,2,2,31.333334,31.333334,21,21,209,209,4626,4626,120021,120021,5,5,0,0,0.218977,0.218977,0,0,10,10,14,14,29,29,106,106,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.681852,0.681852,38.333332,38.333332,64.077919,64.077919,77,77,3039,3039,10859,10859,95227,95227,6,6,0,0,0.516629,0.516629,1,1,8,8,16,16,31,31,79,79,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.000023,3.216365,85960,25.411764,0,11.254545,0,55,0,59,0,59,0,59,2,16,0,0,0,0.56904,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.021373,2.333333,826.5,3.4,6.166667,3.666667,6,9,38,11,207,38,4626,207,6,5,0,0,0.170807,0.11994,0.5,0.8,2,1,2,2,4,2,137,4,0,0,0,0,0,0,0,0,0,0,nonspam
1,3.21736,3.21736,34.272728,34.272728,25.677166,25.677166,127,127,1692,1692,51585,51585,147819,147819,10,10,0,0,0.577191,0.577191,1,1,10,10,13,13,69,69,1063,1063,0,0,0,0,0,0,0,0,0,0,nonspam
1,2.147712,2.147712,25,25,18.423077,18.423077,52,52,213,213,62349,62349,100603,100603,8,8,0,0,0.373806,0.373806,1,1,9,9,13,13,56,56,212,212,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.822857,0.822857,6,6,22.791666,22.791666,24,24,232,232,50301,50301,129443,129443,6,6,0,0,0.603677,0.603677,1,1,10,10,13,13,33,33,86,86,0,0,0,0,0,0,0,0,0,0,nonspam
1,144.923492,144.923492,3952.128174,3952.128174,36.520729,36.520729,10516,10516,11651,11651,14592,14592,37471,37471,38,38,0.000003,0.000003,0.252847,0.252847,0.871795,0.871795,5,5,8,8,24,24,108,108,0.000004,0.000004,0.000004,0.000004,0.000003,0.000003,0.000003,0.000003,0.000001,0.000001,nonspam
1,0.504117,0.504117,14.7,14.7,33.611111,33.611111,18,18,297,297,5188,5188,23241,23241,9,9,0,0,0.569348,0.569348,1,1,5,5,9,9,16,16,221,221,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.531037,0.531037,2.727273,2.727273,48.464287,48.464287,28,28,1460,1460,6821,6821,76444,76444,10,10,0,0,1.074878,1.074878,0.272727,0.272727,17,17,19,19,152,152,392,392,0,0,0,0,0,0,0,0,0.000001,0.000001,nonspam
1,0.211864,0.211864,0,0,15,15,5,5,47,47,11402,11402,13300,13300,0,0,0,0,1.501089,1.501089,1,1,4,4,5,5,5,5,75,75,0,0,0,0,0,0,0,0,0,0,nonspam
1,14.491776,14.491776,3713,3713,32.476395,32.476395,2118,2118,158989,158989,317980,317980,635963,635963,1,1,0.000002,0.000002,0.700239,0.700239,0,0,17,17,75,75,619,619,2482,2482,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000007,0.000007,nonspam
1,0.103226,0.103226,0,0,36.25,36.25,4,4,12,12,796,796,8822,8822,0,0,0,0,0.301489,0.301489,1,1,2,2,2,2,3,3,29,29,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.213333,0.213333,0,0,16.375,16.375,8,8,134,134,1421,1421,30828,30828,0,0,0,0,0.54764,0.54764,1,1,4,4,14,14,35,35,75,75,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.49916,0.49916,4,4,23.153847,23.153847,26,26,1031,1031,12467,12467,40623,40623,5,5,0,0,0.84549,0.84549,1,1,10,10,15,15,61,61,392,392,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.36218,1.36218,15.555555,15.555555,16.799999,16.799999,25,25,54,54,628,628,9918,9918,9,9,0,0,0.351642,0.351642,1,1,5,5,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.139535,1.139535,6.142857,6.142857,6.142857,6.142857,7,7,8,8,8,8,8,8,7,7,0,0,0.119554,0.119554,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.010695,1.010695,1,1,14.875,14.875,24,24,365,365,4116,4116,52053,52053,4,4,0,0,0.524244,0.524244,0.25,0.25,4,4,5,5,64,64,339,339,0,0,0,0,0,0,0,0,0,0,nonspam
1,4.218831,4.218831,77.400002,77.400002,79.169342,79.169342,561,561,4974,4974,204415,204415,635963,635963,9,9,0,0,0.589739,0.589739,0.9,0.9,17,17,75,75,331,331,2482,2482,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,nonspam
0,0.493151,0.5625,1.4,0,56,4.333333,1,3,3,3,30,6,19471,33,5,0,0,0,0,0.000046,0,1,1,1,2,2,31,3,38,31,0,0,0,0,0,0,0,0,0.000039,0.000013,nonspam
0,1.356561,6.47404,168.6875,157.363632,25.487179,24.621908,78,283,288,288,585,288,16087,585,32,32,0,0,0.49802,0.572573,0.21875,1,3,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.811594,0.811594,10.083333,10.083333,17.266666,17.266666,15,15,131,131,612,612,4543,4543,11,11,0,0,0.176524,0.176524,1,1,3,3,5,5,25,25,29,29,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.190476,0.166667,1,0,35.400002,1,5,1,18,5,185,19,8414,185,1,0,0,0,0.025099,0,0,1,4,1,6,8,6,8,6,8,0,0,0,0,0,0,0,0,0,0,nonspam
1,67.242195,67.242195,1285.803955,1285.803955,28.032795,28.032795,3781,3781,9034,9034,18636,18636,79348,79348,50,50,0.000003,0.000003,0.318925,0.318925,0.705882,0.705882,17,17,75,75,226,226,556,556,0.000004,0.000004,0.000004,0.000004,0.000003,0.000003,0.000003,0.000003,0.000001,0.000001,nonspam
0,0.570571,1.555556,26.818182,24.166666,22.333334,13.413794,9,29,58,38,2369,58,55631,2369,11,11,0,0,0.316782,0.446759,0.090909,1,5,1,9,9,9,9,23,9,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.202532,1.178571,1,1,32.857143,9.181818,7,11,86,25,710,26,111820,32,1,1,0,0,0.579426,0.062958,0,1,5,1,9,1,26,1,392,9,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.117647,0.117647,177.375,177.375,28.5,28.5,6,6,20,20,235,235,8015,8015,8,8,0,0,0.030331,0.030331,0,0,5,5,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,nonspam
1,5.56412,5.56412,1412.666626,1412.666626,447.485748,447.485748,4910,4910,45619,45619,125309,125309,340694,340694,29,29,0.000001,0.000001,0.409885,0.409885,0.966667,0.966667,17,17,48,48,139,139,642,642,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,nonspam
1,0.390805,0.390805,1.5,1.5,36.599998,36.599998,15,15,145,145,1588,1588,7706,7706,2,2,0,0,0.342446,0.342446,0.5,0.5,9,9,13,13,55,55,318,318,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.985507,0.985507,14.555555,14.555555,35.78125,35.78125,32,32,33,33,43754,43754,45891,45891,8,8,0,0,0.399041,0.399041,0.888889,0.888889,2,2,2,2,2,2,50,50,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.157895,0.157895,0,0,14,14,3,3,17,17,76,76,40559,40559,0,0,0,0,0.076834,0.076834,1,1,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,nonspam
1,125.269295,125.269295,63.454544,63.454544,4.5,4.5,960,960,880,880,3815,3815,104972,104972,11,11,0.000002,0.000002,0.33418,0.33418,0.909091,0.909091,5,5,8,8,70,70,373,373,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,nonspam
0,0.156508,0.01963,8.5,16.375,380.789459,2,114,15,7120,6233,68138,23241,182481,95227,2,8,0.000001,0.000004,0.542931,2.792349,0.5,0.125,17,1,18,19,57,23,116,66,0.000001,0.000006,0.000001,0.000005,0.000001,0.000005,0.000001,0.000005,0,0.000001,nonspam
1,15.272512,15.272512,763.071411,763.071411,43.939842,43.939842,1280,1280,1517,1517,10374,10374,70679,70679,55,55,0.000001,0.000001,0.422373,0.422373,0.982143,0.982143,8,8,13,13,29,29,75,75,0,0,0,0,0,0,0,0,0,0,nonspam
1,4.392157,4.392157,49.894737,49.894737,5.105263,5.105263,95,95,476,476,27620,27620,64175,64175,38,38,0,0,0.275012,0.275012,0.973684,0.973684,8,8,13,13,111,111,293,293,0,0,0,0,0,0,0,0,0,0,nonspam
1,6.198092,6.198092,1.4,1.4,9.102363,9.102363,127,127,931,931,116348,116348,100603,100603,5,5,0,0,0.589479,0.589479,0.8,0.8,3,3,4,4,28,28,75,75,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.012945,0.012945,0,0,294.25,294.25,4,4,41,41,45627,45627,136278,136278,0,0,0,0,0.43618,0.43618,1,1,3,3,3,3,5,5,59,59,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.341969,0.571429,2,6,26.454546,1,11,2,96,12,1556,96,64649,1556,1,2,0,0,1.055699,0.042536,1,1,4,1,7,7,152,7,256,203,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.083333,0.083333,0,0,9,9,1,1,4,4,129,129,2369,2369,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,spam
0,0.091429,1.142857,7,5.142857,47.666668,6.428571,3,7,18,12,468,31,45836,468,1,6,0,0,0.005682,0.185176,0,1,3,1,3,4,3,4,3,4,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.05,0.05,0,0,38,38,2,2,4,4,434,434,9077,9077,0,0,0,0,0.001686,0.001686,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,nonspam
1,2.508772,2.508772,25,25,8.5,8.5,32,32,44,44,339,339,11356,11356,5,5,0,0,0.663843,0.663843,1,1,3,3,3,3,7,7,137,137,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.175325,0.175325,223,223,19.5,19.5,8,8,38,38,1312,1312,97303,97303,1,1,0,0,0.086663,0.086663,0,0,7,7,10,10,50,50,86,86,0,0,0,0,0,0,0,0,0,0,nonspam
1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,spam
1,3.263653,3.263653,165.333328,165.333328,32.541668,32.541668,192,192,4022,4022,25958,25958,217543,217543,5,5,0,0,0.558406,0.558406,0.333333,0.333333,17,17,40,40,397,397,583,583,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.096774,1.096774,9,9,24.518518,24.518518,27,27,65,65,2377,2377,16863,16863,5,5,0,0,0.41651,0.41651,1,1,8,8,15,15,65,65,116,116,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.355872,1.31068,8,6,24.333334,5.375,9,8,28,14,203,29,8015,203,1,7,0,0,0.281016,0.05978,0,0.857143,3,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,nonspam
0,8.829521,8.133333,34,39.862068,11.045455,11.143791,154,153,155,155,155,155,155,155,34,28,0,0,0.423169,0.421814,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.007055,1.285714,5,4,213,3.6,1,5,380,7,23829,389,149404,23829,1,4,0,0,0,0.202055,0,1,1,1,1,2,226,2,334,300,0,0,0,0,0,0,0,0,0,0,spam
0,1.419847,1.89858,25,19.9,14.1,9.36,30,25,36,32,760,36,8414,760,1,9,0,0,0.56859,0.549186,1,1,4,1,6,6,6,6,9,6,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.133515,1.133515,6.545455,6.545455,16.285715,16.285715,14,14,48,48,129,129,840,840,10,10,0,0,0.302598,0.302598,0.909091,0.909091,4,4,4,4,6,6,6,6,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.06875,1.06875,56.694443,56.694443,39.272427,39.272427,301,301,75208,75208,96418,96418,408833,408833,35,35,0,0,0.678047,0.678047,0.972222,0.972222,17,17,32,32,226,226,797,797,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.306773,1.306773,16.777779,16.777779,15.419354,15.419354,31,31,173,173,4523,4523,70679,70679,8,8,0,0,0.434131,0.434131,1,1,3,3,18,18,59,59,289,289,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.186851,0.186851,49.25,49.25,17.75,17.75,4,4,8,8,48,48,302,302,3,3,0,0,0.161873,0.161873,0.75,0.75,4,4,4,4,4,4,67,67,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.184957,0.184957,1,1,37.739132,37.739132,23,23,2261,2261,4754,4754,86848,86848,2,2,0,0,1.22625,1.22625,0.5,0.5,17,17,13,13,84,84,154,154,0,0,0,0,0,0,0,0,0,0,nonspam
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
0,1.292308,1.405612,14.272727,14.181818,11.25,10.647058,16,17,22,22,22,22,22,22,10,10,0,0,0.405134,0.368947,0.909091,0.909091,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.739137,1.739137,4340.684082,4340.684082,18.089622,18.089622,424,424,3385,3385,36138,36138,340694,340694,18,18,0,0,0.681525,0.681525,0.842105,0.842105,17,17,19,19,32,32,392,392,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,nonspam
1,0.005962,0.005962,3351.666748,3351.666748,140,140,7,7,29,29,2905,2905,9800,9800,5,5,0,0,0.716311,0.716311,0.833333,0.833333,4,4,14,14,24,24,38,38,0,0,0,0,0,0,0,0,0,0,nonspam
0,1.447853,0.975787,114.222221,198.818176,13.98,13.62,50,50,66,66,182,66,1815,182,9,10,0,0,0.403488,0.395211,0.777778,0.909091,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.027356,1.029412,9,6,30.5,7,2,9,310,12,682,326,2404,704,1,3,0,0,2.939379,0.168919,0,1,2,1,2,4,32,4,34,32,0,0,0,0,0,0,0,0,0,0,nonspam
1,21.916492,21.916492,276.428558,276.428558,17.870056,17.870056,708,708,1864,1864,53287,53287,182481,182481,27,27,0,0,0.505154,0.505154,1,1,17,17,25,25,75,75,466,466,0,0,0,0,0,0,0,0,0,0,nonspam
1,11.67353,11.67353,1,1,4.854839,4.854839,124,124,144,144,189,189,194,194,2,2,0,0,0.105447,0.105447,0,0,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.246479,0.246479,0,0,10.384615,10.384615,13,13,580,580,2479,2479,9618,9618,0,0,0,0,0.497101,0.497101,1,1,3,3,4,4,6,6,151,151,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.945946,1.945946,1,1,7,7,12,12,29,29,212,212,3721,3721,6,6,0,0,0.168987,0.168987,1,1,4,4,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,nonspam
1,17.607426,17.607426,333.058838,333.058838,24.933245,24.933245,749,749,789,789,3701,3701,40970,40970,33,33,0,0,0.4613,0.4613,1,1,5,5,8,8,17,17,195,195,0,0,0,0,0,0,0,0,0,0,nonspam
1,4.38523,4.38523,87.166664,87.166664,30.065001,30.065001,200,200,1270,1270,11967,11967,109546,109546,11,11,0,0,0.492293,0.492293,1,1,17,17,40,40,177,177,583,583,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.009153,14.5,24,2.096774,48,1.259259,1,27,349,37,399,59,952,519,1,31,0,0,0,0.029156,0,0.870968,1,1,4,1,13,11,63,15,0,0,0,0,0,0,0,0,0,0,nonspam
1,5.416235,5.416235,68.84375,68.84375,21.85276,21.85276,163,163,289,289,3330,3330,68916,68916,31,31,0,0,0.349332,0.349332,0.625,0.625,5,5,12,12,18,18,47,47,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.255863,1.255863,15.058824,15.058824,44.64706,44.64706,51,51,227,227,963,963,6074,6074,16,16,0,0,0.359029,0.359029,1,1,5,5,7,7,7,7,17,17,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.428135,0.465838,47.799999,40,8.111111,6.75,9,8,12,11,100,12,53203,100,5,5,0,0,0.180126,0.193117,0.8,0.833333,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,3.235529,3.235529,50.25,50.25,17.315218,17.315218,92,92,542,542,8862,8862,11181,11181,19,19,0,0,0.551022,0.551022,1,1,4,4,5,5,6,6,81,81,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.758649,1.758649,15.615385,15.615385,20.058823,20.058823,34,34,76,76,712,712,30526,30526,25,25,0,0,0.413707,0.413707,1,1,6,6,11,11,16,16,42,42,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.290524,1.290524,1,1,19.844444,19.844444,45,45,56,56,1164,1164,26059,26059,1,1,0,0,0.428771,0.428771,1,1,3,3,5,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.187234,0.187234,712.5,712.5,27.333334,27.333334,33,33,158,158,1814,1814,104101,104101,9,9,0,0,0.421891,0.421891,0.9,0.9,10,10,25,25,226,226,427,427,0,0,0,0,0,0,0,0,0,0,nonspam
1,2.988882,2.988882,20.285715,20.285715,39.557602,39.557602,217,217,7227,7227,125309,125309,635963,635963,13,13,0,0,1.073147,1.073147,0.928571,0.928571,17,17,75,75,619,619,2482,2482,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.263374,0.263374,0,0,27.5,27.5,8,8,23,23,2107,2107,36349,36349,0,0,0,0,0.035479,0.035479,1,1,5,5,8,8,10,10,25,25,0,0,0,0,0,0,0,0,0,0,spam
1,1.566535,1.566535,17.76923,17.76923,16.296297,16.296297,27,27,53,53,258,258,8022,8022,12,12,0,0,0.402466,0.402466,0.923077,0.923077,5,5,12,12,14,14,14,14,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.022276,0.022276,2472,2472,10.857142,10.857142,7,7,232,232,1381,1381,32896,32896,1,1,0,0,1.016653,1.016653,0,0,5,5,13,13,46,46,102,102,0,0,0,0,0,0,0,0,0.00001,0.00001,nonspam
0,0.290242,7.426108,52,16.043478,200.875,5.701492,104,67,5338,145,54514,5429,100603,54514,5,23,0,0,0.589978,0.428404,1,1,17,1,15,15,37,15,72,37,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.341463,1.176471,7,5.285714,18.142857,6.285714,7,7,17,11,340,17,1029,340,1,6,0,0,0.340152,0.095933,1,1,4,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,nonspam
1,4.086705,4.086705,98.73333,98.73333,26.304094,26.304094,171,171,415,415,6337,6337,60008,60008,29,29,0,0,0.621644,0.621644,0.9,0.9,17,17,18,18,76,76,363,363,0,0,0,0,0,0,0,0,0,0,nonspam
1,10.25851,10.25851,6.307693,6.307693,72.274536,72.274536,856,856,1421,1421,3745,3745,12794,12794,13,13,0,0,0.256512,0.256512,0.230769,0.230769,17,17,48,48,91,91,104,104,0,0,0,0,0,0,0,0,0,0,spam
1,0.304914,0.304914,10,10,23.047619,23.047619,21,21,1388,1388,10622,10622,87584,87584,10,10,0,0,0.828647,0.828647,1,1,6,6,8,8,53,53,86,86,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.141593,1.216216,4,2.25,32,3.25,3,4,7,9,71,15,2842,83,1,3,0,0,0.06836,0.30851,0,1,3,1,3,4,3,4,3,4,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.158537,1.158537,9.416667,9.416667,18.055555,18.055555,18,18,64,64,331,331,26563,26563,12,12,0,0,0.408653,0.408653,0.916667,0.916667,3,3,5,5,5,5,26,26,0,0,0,0,0,0,0,0,0,0,nonspam
1,6.337568,6.337568,29.133333,29.133333,16.601124,16.601124,178,178,1054,1054,4054,4054,24404,24404,14,14,0,0,0.514754,0.514754,0.933333,0.933333,17,17,40,40,99,99,642,642,0,0,0,0,0,0,0,0,0,0,nonspam
