eq_hp_mp,assortativity_mp,avgin_of_out_hp,avgin_of_out_mp,avgout_of_in_mp,indegree_hp,indegree_mp,neighbors_2_hp,neighbors_2_mp,neighbors_3_mp,neighbors_4_hp,neighbors_4_mp,outdegree_hp,outdegree_mp,pagerank_hp,pagerank_mp,prsigma_hp,prsigma_mp,siteneighbors_1_hp,siteneighbors_1_mp,siteneighbors_2_hp,siteneighbors_2_mp,siteneighbors_3_hp,siteneighbors_3_mp,siteneighbors_4_hp,siteneighbors_4_mp,truncatedpagerank_1_hp,truncatedpagerank_1_mp,truncatedpagerank_2_hp,truncatedpagerank_2_mp,truncatedpagerank_3_hp,truncatedpagerank_3_mp,truncatedpagerank_4_hp,truncatedpagerank_4_mp,class
1,2.375468,20.8125,20.8125,14.333333,42,42,64,64,758,21405,21405,15,15,0,0,0.587612,0.587612,4,4,7,7,7,7,30,30,0,0,0,0,0,0,0,0,nonspam
1,0.121891,0,0,43.57143,7,7,102,102,443,38833,38833,0,0,0,0,0.312384,0.312384,4,4,5,5,5,5,5,5,0,0,0,0,0,0,0,0,nonspam
1,7.949316,73.111115,73.111115,21.677902,267,267,1692,1692,82278,300835,300835,17,17,0,0,0.437753,0.437753,17,17,48,48,265,265,978,978,0,0,0,0,0,0,0,0,nonspam
1,0.263625,652.599976,652.599976,18.658537,41,41,3481,3481,10622,26127,26127,9,9,0,0,1.291364,1.291364,6,6,35,35,86,86,481,481,0,0,0,0,0,0,0,0,nonspam
0,1.315789,1,1.25,1,7,1,24,10,24,3825,169,1,4,0,0,0.096953,0,4,1,7,7,7,8,24,8,0,0,0,0,0,0,0,0,nonspam
1,1.278947,9.666667,9.666667,14.352942,17,17,39,39,980,11620,11620,8,8,0,0,0.515483,0.515483,4,4,10,10,11,11,35,35,0,0,0,0,0,0,0,0,nonspam
0,1.801057,79,66.111115,26.278481,169,79,9528,229,9528,635963,192838,1,17,0,0,0.815331,0.726644,17,1,75,40,619,127,2482,908,0,0,0,0,0,0,0,0,nonspam
0,83.849251,16965.628906,15754.845703,213.585312,17182,35537,85172,28585,91240,635963,635963,206,220,0.000002,0.000003,0.269011,0.259455,17,4,75,75,619,619,2482,2482,0.000002,0.000004,0.000002,0.000003,0.000002,0.000003,0.000002,0.000003,nonspam
1,0.125,0,0,7,1,1,2,2,14,198,198,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,7.071442,151.538467,151.538467,64.574722,997,997,45619,45619,317980,635963,635963,25,25,0.000001,0.000001,0.574692,0.574692,17,17,75,75,619,619,2482,2482,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
0,33.963158,1.666667,7.516129,4.393305,57,239,1391,322,345,104107,431,3,31,0,0.000001,0.33798,0.204389,9,1,17,1,36,1,82,13,0,0.000001,0,0.000001,0,0.000001,0,0.000001,nonspam
1,0.504202,2.25,2.25,10.4,5,5,43,43,1129,3133,3133,3,3,0,0,0.137185,0.137185,3,3,3,3,25,25,42,42,0,0,0,0,0,0,0,0,nonspam
1,1.907065,85.894737,85.894737,30.736841,95,95,178,178,208,24854,24854,18,18,0,0,0.586763,0.586763,3,3,3,3,3,3,6,6,0,0,0,0,0,0,0,0,nonspam
1,0.116116,1,1,77.783783,37,37,4106,4106,17244,86879,86879,2,2,0,0,0.900607,0.900607,17,17,12,12,160,160,446,446,0,0,0,0,0,0,0,0,nonspam
0,0.75,1.333333,1.5,1,5,1,13,2,7,1026,15,3,2,0,0,0.082748,0,3,1,3,1,3,4,3,4,0,0,0,0,0,0,0,0,nonspam
1,0.033294,18.25,18.25,38,17,17,12735,12735,14375,66209,66209,3,3,0,0,1.34074,1.34074,6,6,11,11,31,31,74,74,0,0,0,0,0,0,0,0,nonspam
1,1.298969,4.333333,4.333333,6.714286,7,7,12,12,13,112,112,5,5,0,0,0.229722,0.229722,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
1,1.797353,73.120003,73.120003,25.625,80,80,663,663,956,4432,4432,24,24,0,0,0.657231,0.657231,3,3,8,8,19,19,19,19,0,0,0,0,0,0,0,0,nonspam
1,0.242808,10.636364,10.636364,18.074074,27,27,4033,4033,42011,95227,95227,10,10,0,0,1.420249,1.420249,5,5,9,9,121,121,194,194,0,0,0,0,0,0,0,0,nonspam
0,0.003616,6074,6831.375,7.666667,4,9,16,15,26,113,66,9,7,0,0,0.00502,0.059094,3,1,3,4,3,4,20,4,0,0,0,0,0,0,0,0,nonspam
0,22.973215,16.777779,2.051282,2.342105,79,76,270,151,270,2714,302,26,77,0,0,0.434911,0.136094,4,1,4,4,12,4,12,12,0,0,0,0,0,0,0,0,nonspam
1,0.042178,18.882353,18.882353,30.236841,38,38,35655,35655,52053,99418,99418,16,16,0,0,0.654079,0.654079,10,10,20,20,49,49,611,611,0,0,0,0,0,0,0,0,nonspam
0,1.529599,327,199.1875,13.194445,49,72,88,104,104,8414,6074,10,15,0,0,0.416302,0.298692,3,2,5,4,8,5,11,8,0,0,0,0,0,0,0,0,nonspam
0,1.639123,25.31579,24,16.970589,9,34,73,37,73,1814,1054,18,18,0,0,0.231737,0.367341,6,1,8,8,8,8,23,8,0,0,0,0,0,0,0,0,nonspam
1,0.187276,2662.777832,2662.777832,39.215385,65,65,94,94,18932,27395,27395,8,8,0,0,0.354329,0.354329,5,5,9,9,19,19,40,40,0,0,0,0,0,0,0,0,nonspam
1,0.333333,0,0,1,1,1,3,3,4,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,spam
1,0.604396,7.111111,7.111111,16.700001,10,10,137,137,158,2155,2155,8,8,0,0,0.288166,0.288166,3,3,3,3,4,4,6,6,0,0,0,0,0,0,0,0,nonspam
0,1.215805,15.75,0,9.25,22,20,24,19,26,7631,208,7,0,0,0,0.156758,0.177434,4,1,6,6,6,6,6,6,0,0,0,0,0,0,0,0,nonspam
0,86.098679,0,0,21.603825,486,3766,20569,4340,10622,408833,173111,0,0,0.000003,0.000008,0.592399,0.196004,17,1,75,75,619,331,2482,642,0.000004,0.000011,0.000005,0.000012,0.000006,0.000013,0.000006,0.000014,nonspam
1,0.442623,0,0,33.333332,18,18,58,58,1626,15896,15896,0,0,0,0,0.277154,0.277154,4,4,10,10,10,10,20,20,0,0,0,0,0,0,0,0,nonspam
0,1.666667,2,1,1,13,1,84,3,15,19837,88,1,2,0,0,0.17993,0,6,1,13,1,106,15,173,15,0,0,0,0,0,0,0,0,nonspam
1,0.192513,0,0,27.833334,6,6,20,20,162,4459,4459,0,0,0,0,0.17641,0.17641,3,3,5,5,5,5,6,6,0,0,0,0,0,0,0,0,nonspam
1,2.385069,14.590909,14.590909,22.078125,64,64,665,665,26601,114342,114342,21,21,0,0,0.565064,0.565064,17,17,23,23,102,102,1063,1063,0,0,0,0,0,0,0,0,nonspam
1,0.067797,0,0,23.5,2,2,15,15,28911,58228,58228,0,0,0,0,0.880726,0.880726,2,2,2,2,17,17,2482,2482,0,0,0,0,0,0,0,0,nonspam
0,0.785276,14.125,0,10.625,17,16,30,19,30,1495,38,8,0,0,0,0.201275,0.169274,3,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
0,3.12,1,1.333333,3.7,9,10,26,17,27,1525,35,3,3,0,0,0.041439,0.018163,4,1,4,1,4,4,4,4,0,0,0,0,0,0,0,0,nonspam
1,1.658638,6378.571289,6378.571289,41.789883,514,514,3725,3725,116348,300835,300835,20,20,0,0,0.663181,0.663181,17,17,48,48,619,619,1595,1595,0,0,0,0,0,0,0,0,nonspam
1,0.495938,131.916672,131.916672,20.185184,27,27,125,125,442,5437,5437,11,11,0,0,0.306218,0.306218,3,3,5,5,21,21,25,25,0,0,0,0,0,0,0,0,nonspam
0,3.703089,1024,1056.40271,155.537109,722,1024,41139,2988,74702,635963,408833,1,148,0,0,0.988788,0.661557,17,5,75,75,619,199,2482,1174,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,0.129032,0,0,28.75,4,4,12,12,245,3558,3558,0,0,0,0,0.040701,0.040701,3,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,spam
1,0.135076,558.777771,558.777771,18.523809,21,21,46,46,821,19492,19492,8,8,0,0,0.254053,0.254053,3,3,8,8,8,8,11,11,0,0,0,0,0,0,0,0,nonspam
0,1.664436,46,40.578949,20.695652,48,46,59,41,59,431,128,2,18,0,0,0.462794,0.45047,3,1,3,3,4,3,4,4,0,0,0,0,0,0,0,0,nonspam
1,1.108254,16.055555,16.055555,17.5,20,20,58,58,158,7491,7491,17,17,0,0,0.10914,0.10914,3,3,6,6,30,30,138,138,0,0,0,0,0,0,0,0,nonspam
1,6.867105,45.333332,45.333332,23.784386,269,269,566,566,8755,40668,40668,33,33,0,0,0.561534,0.561534,6,6,12,12,55,55,224,224,0,0,0,0,0,0,0,0,nonspam
0,5.586207,223.875,1.555556,1.666667,14,9,42,15,32,21719,55,7,9,0,0,0.460941,0.109194,5,1,7,1,13,7,31,7,0,0,0,0,0,0,0,0,nonspam
1,0.168865,0,0,34.25,8,8,106,106,416,34198,34198,0,0,0,0,0.166715,0.166715,5,5,8,8,25,25,37,37,0,0,0,0,0,0,0,0,nonspam
1,0.01401,2695.75,2695.75,18.444445,9,9,27,27,1703,12432,12432,3,3,0,0,0.168347,0.168347,5,5,7,7,7,7,18,18,0,0,0,0,0,0,0,0,nonspam
1,0.869018,6.5,6.5,23.166666,12,12,40,40,1511,9032,9032,9,9,0,0,0.08686,0.08686,4,4,5,5,6,6,7,7,0,0,0,0,0,0,0,0,nonspam
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.210526,0,0,7,2,2,5,5,7,86,86,0,0,0,0,0.008403,0.008403,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
1,2.116279,47.277779,47.277779,26.722221,72,72,250,250,19416,120016,120016,17,17,0,0,0.604577,0.604577,10,10,17,17,106,106,151,151,0,0,0,0,0,0,0,0,nonspam
1,0.248276,0,0,21.833334,6,6,16,16,678,34198,34198,0,0,0,0,0.191364,0.191364,4,4,6,6,9,9,27,27,0,0,0,0,0,0,0,0,nonspam
1,0.353832,12,12,30.6875,16,16,424,424,23829,149404,149404,4,4,0,0,0.407176,0.407176,2,2,4,4,226,226,334,334,0,0,0,0,0,0,0,0,nonspam
0,2.035211,9.7,6.823529,7.8125,14,16,61,35,61,5311,238,9,16,0,0,0.42406,0.08334,4,1,12,6,18,12,66,18,0,0,0,0,0,0,0,0,nonspam
1,1.269217,49.5,49.5,29.459999,50,50,356,356,5554,81146,81146,15,15,0,0,0.411803,0.411803,17,17,15,15,77,77,312,312,0,0,0,0,0,0,0,0,nonspam
1,0.839779,1.333333,1.333333,17.533333,15,15,92,92,5429,24900,24900,2,2,0,0,0.421435,0.421435,6,6,13,13,13,13,47,47,0,0,0,0,0,0,0,0,nonspam
1,0.02319,3166.428467,3166.428467,11.444445,18,18,25,25,128,1068,1068,6,6,0,0,0.395333,0.395333,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
1,0.5,0,0,1,1,1,2,2,3,9,9,0,0,0,0,0,0,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,nonspam
1,0.058106,497,497,36.857143,7,7,95,95,3050,7079,7079,2,2,0,0,0.15557,0.15557,3,3,3,3,4,4,45,45,0,0,0,0,0,0,0,0,nonspam
0,1.336634,3.333333,5.571429,5.714286,8,7,11,8,11,238,58,6,6,0,0,0.276317,0.181114,3,1,3,3,3,3,24,3,0,0,0,0,0,0,0,0,nonspam
1,0.115108,0,0,32,4,4,14,14,540,35451,35451,0,0,0,0,0.148619,0.148619,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
1,1.353982,4.625,4.625,6.375,8,8,9,9,11,21,21,7,7,0,0,0.220994,0.220994,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
1,3.769729,22.35,22.35,22.259615,104,104,501,501,5936,64176,64176,19,19,0,0,0.434944,0.434944,8,8,13,13,29,29,54,54,0,0,0,0,0,0,0,0,nonspam
0,6.140691,156,224.5625,23.818518,355,270,579,368,579,149404,57132,22,15,0,0,0.50319,0.515235,10,1,17,15,71,23,314,71,0,0,0,0,0,0,0,0,nonspam
1,2.323446,10.666667,10.666667,13.147058,34,34,81,81,989,7644,7644,11,11,0,0,0.312742,0.312742,8,8,11,11,16,16,60,60,0,0,0,0,0,0,0,0,nonspam
1,0.009249,0,0,518.400024,5,5,104,104,3630,8382,8382,0,0,0,0,1.777524,1.777524,3,3,9,9,15,15,349,349,0,0,0,0,0,0,0,0,spam
1,1.838178,25.285715,25.285715,15.340909,44,44,62,62,247,1239,1239,6,6,0,0,0.37189,0.37189,3,3,4,4,7,7,21,21,0,0,0,0,0,0,0,0,nonspam
1,0.482456,1,1,17,10,10,37,37,993,42488,42488,1,1,0,0,0.186149,0.186149,4,4,6,6,6,6,12,12,0,0,0,0,0,0,0,0,nonspam
1,1.626823,45.184212,45.184212,41.743244,74,74,324,324,13985,340694,340694,37,37,0,0,0.414186,0.414186,17,17,16,16,57,57,315,315,0,0,0,0,0,0,0,0,nonspam
1,0.051948,0,0,30,2,2,17,17,43,551,551,0,0,0,0,0.150258,0.150258,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
1,4.585868,76.272728,76.272728,11.274448,317,317,19375,19375,86555,300835,300835,10,10,0.000001,0.000001,0.704895,0.704895,17,17,29,29,619,619,1329,1329,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,1.359847,36.695652,36.695652,24.738094,42,42,77,77,244,21311,21311,22,22,0,0,0.327128,0.327128,3,3,4,4,24,24,47,47,0,0,0,0,0,0,0,0,nonspam
1,0.346154,0,0,7.666667,3,3,6,6,13,29,29,0,0,0,0,0.01179,0.01179,3,3,3,3,8,8,9,9,0,0,0,0,0,0,0,0,nonspam
1,0.945946,2.9,2.9,25.799999,10,10,29,29,95,1005,1005,9,9,0,0,0.176356,0.176356,3,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,nonspam
1,4.466834,90.638298,90.638298,33.678715,249,249,436,436,3325,19056,19056,46,46,0,0,0.583679,0.583679,10,10,13,13,55,55,145,145,0,0,0,0,0,0,0,0,nonspam
0,4.679505,6.714286,1.115385,16,44,37,77,58,77,95,85,7,26,0,0,0.012902,0.03713,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
1,0.055556,0,0,15,1,1,5,5,18,238,238,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,0.138751,2488.777832,2488.777832,26.228571,70,70,116,116,1210,11108,11108,17,17,0,0,0.312348,0.312348,8,8,14,14,14,14,144,144,0,0,0,0,0,0,0,0,nonspam
1,0.444444,0,0,32,16,16,70,70,25782,36954,36954,0,0,0,0,0.399434,0.399434,6,6,12,12,12,12,72,72,0,0,0,0,0,0,0,0,nonspam
0,0.615385,3.5,4,2.5,5,2,28,7,9,1823,16,2,2,0,0,0.375698,0.001746,3,1,5,1,6,1,8,3,0,0,0,0,0,0,0,0,nonspam
1,0.005094,0,0,33,4,4,2425,2425,2905,4452,4452,0,0,0,0,0.96357,0.96357,3,3,6,6,54,54,75,75,0,0,0,0,0,0,0,0,nonspam
1,1.2,1,1,1.5,2,2,4,4,5,28,28,1,1,0,0,0.531944,0.531944,2,2,2,2,2,2,4,4,0,0,0,0,0,0,0,0,nonspam
1,1.219851,6466.8125,6466.8125,49.311321,530,530,10391,10391,96418,250619,250619,31,31,0,0,0.489475,0.489475,17,17,75,75,619,619,1174,1174,0,0,0,0,0,0,0,0,nonspam
1,0.045455,0,0,25.25,4,4,283,283,2381,12467,12467,0,0,0,0,1.045327,1.045327,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
1,0.514452,2,2,42.378571,140,140,30828,30828,71311,192838,192838,1,1,0,0,0.552755,0.552755,17,17,40,40,177,177,752,752,0,0,0,0,0,0,0,0,nonspam
0,0.166667,1,0,1,5,1,13,5,14,8224,760,1,0,0,0,0.012345,0,4,1,5,7,5,7,8,7,0,0,0,0,0,0,0,0,nonspam
1,0.03719,383.5,383.5,34.25,4,4,38,38,4995,124699,124699,2,2,0,0,2.555202,2.555202,3,3,3,3,36,36,978,978,0,0,0,0,0,0,0,0,nonspam
1,0.449909,29.588236,29.588236,240.974365,195,195,6799,6799,60419,136278,136278,16,16,0,0,0.493963,0.493963,17,17,32,32,397,397,797,797,0,0,0,0,0,0,0,0,nonspam
1,0.517699,32.5,32.5,16.444445,9,9,15,15,118,2742,2742,7,7,0,0,0.067829,0.067829,5,5,8,8,8,8,8,8,0,0,0,0,0,0,0,0,nonspam
1,1.574803,4.875,4.875,14.652174,23,23,101,101,415,1357,1357,7,7,0,0,0.198234,0.198234,17,17,12,12,31,31,41,41,0,0,0,0,0,0,0,0,nonspam
1,1.751022,21.142857,21.142857,17.080645,62,62,1233,1233,16630,30747,30747,14,14,0,0,0.566002,0.566002,17,17,12,12,72,72,108,108,0,0,0,0,0,0,0,0,nonspam
1,426.764771,117.777779,117.777779,8.3606,6736,6736,9700,9700,22813,109546,109546,44,44,0.000009,0.000009,0.270199,0.270199,17,17,17,17,160,160,486,486,0.000005,0.000005,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,nonspam
1,0.707775,12.266666,12.266666,34.09375,32,32,663,663,5703,68396,68396,14,14,0,0,0.608182,0.608182,17,17,32,32,292,292,532,532,0,0,0,0,0,0,0,0,nonspam
1,1.875,1.75,1.75,3.833333,6,6,13,13,58,325,325,4,4,0,0,0.240362,0.240362,3,3,3,3,3,3,26,26,0,0,0,0,0,0,0,0,nonspam
0,0.166667,1,0,1,5,1,17,6,18,9487,145,1,0,0,0,0.041965,0,4,1,5,6,16,6,32,16,0,0,0,0,0,0,0,0,nonspam
1,0.070796,0,0,36.75,4,4,79,79,232,2005,2005,0,0,0,0,0.55097,0.55097,3,3,4,4,8,8,266,266,0,0,0,0,0,0,0,0,nonspam
1,149.03624,2379.030273,2379.030273,24.727652,9352,9352,75208,75208,317980,635963,635963,32,32,0.000009,0.000009,0.458218,0.458218,17,17,75,75,619,619,2482,2482,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,nonspam
1,0.688167,35.888889,35.888889,76.165291,121,121,9700,9700,15902,116156,116156,8,8,0,0,0.876488,0.876488,17,17,25,25,243,243,370,370,0,0,0,0,0,0,0,0,nonspam
1,0.152983,350.210541,350.210541,20.913044,23,23,58,58,309,13063,13063,18,18,0,0,0.219574,0.219574,4,4,8,8,26,26,44,44,0,0,0,0,0,0,0,0,nonspam
1,1.213696,208.762115,208.762115,196.154465,246,246,397,397,2267,217543,217543,226,226,0,0,0.172293,0.172293,17,17,19,19,51,51,333,333,0,0,0,0,0,0,0,0,nonspam
0,68.304733,207.75676,477.75,9.443933,224,1302,909,1525,2560,100603,43547,36,7,0,0.000003,0.624634,0.389672,17,1,16,13,70,20,408,70,0,0.000003,0,0.000003,0,0.000003,0,0.000003,nonspam
1,0.357955,3.4,3.4,34.25,8,8,54,54,440,5221,5221,4,4,0,0,0.247366,0.247366,3,3,5,5,5,5,10,10,0,0,0,0,0,0,0,0,nonspam
0,3.451705,17.333334,16.4,6.883721,28,43,84,94,112,43754,606,9,9,0,0,0.809507,0.483901,5,1,9,9,9,9,110,9,0,0,0,0,0,0,0,0,nonspam
1,8.783105,371.357147,371.357147,32.588234,731,731,22035,22035,74702,408833,408833,13,13,0,0,0.627665,0.627665,17,17,48,48,243,243,978,978,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
0,0.5,1,0,1,1,1,4,2,5,276,40,1,0,0,0,0,0,1,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,nonspam
1,0.309278,0,0,29.625,8,8,42,42,796,95081,95081,0,0,0,0,0.631974,0.631974,5,5,8,8,14,14,1595,1595,0,0,0,0,0,0,0,0,nonspam
0,1.043478,1.5,1,2.333333,5,3,47,9,53,14673,694,3,1,0,0,0.361882,0.499372,4,1,5,5,5,5,34,5,0,0,0,0,0,0,0,0,nonspam
1,1.381124,2332.666748,2332.666748,207.312408,701,701,32579,32579,78344,182481,182481,23,23,0.000001,0.000001,0.53381,0.53381,17,17,25,25,103,103,532,532,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
0,2.362638,261.647064,26.75,11.512196,46,41,73,54,83,35451,339,17,7,0,0,0.221348,0.229563,3,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,nonspam
0,610.255615,27566,1662.376831,23.716608,153,27566,7635,27853,36128,192838,109546,1,198,0,0.000009,0.628476,0.190469,17,2,75,75,292,106,1595,392,0,0.00001,0,0.00001,0,0.00001,0,0.00001,nonspam
0,13.595506,24.25,18,3.969388,12,98,122,116,122,229,229,11,10,0,0,0.435411,0.348447,2,1,2,2,3,2,7,3,0,0,0,0,0,0,0,0,nonspam
1,1.461216,26.370371,26.370371,26.875,40,40,67,67,356,8034,8034,26,26,0,0,0.38431,0.38431,5,5,6,6,6,6,47,47,0,0,0,0,0,0,0,0,nonspam
1,2.899061,10.233334,10.233334,12.470589,34,34,103,103,379,9046,9046,29,29,0,0,0.203282,0.203282,8,8,9,9,9,9,10,10,0,0,0,0,0,0,0,0,nonspam
1,1.156125,0,0,36.328949,76,76,2539,2539,39636,408833,408833,0,0,0,0,0.745298,0.745298,17,17,32,32,619,619,1063,1063,0,0,0,0,0,0,0,0,nonspam
0,7.21875,1.916667,3,1,6,21,21,25,35,35451,58,24,1,0,0,0.065813,0.384095,3,1,6,1,6,7,22,7,0,0,0,0,0,0,0,0,nonspam
1,0.792,7,7,17.181818,11,11,24,24,709,16998,16998,7,7,0,0,0.275979,0.275979,3,3,7,7,7,7,9,9,0,0,0,0,0,0,0,0,nonspam
1,1.316472,22.956522,22.956522,24.911764,34,34,158,158,23909,71241,71241,22,22,0,0,0.418668,0.418668,5,5,9,9,11,11,420,420,0,0,0,0,0,0,0,0,nonspam
1,6.198347,50.799999,50.799999,8.494382,89,89,100,100,234,8021,8021,9,9,0,0,0.452498,0.452498,4,4,6,6,6,6,6,6,0,0,0,0,0,0,0,0,nonspam
1,0.042032,175.666672,175.666672,12,2,2,6,6,198,198,198,2,2,0,0,0.001266,0.001266,2,2,2,2,2,2,5,5,0,0,0,0,0,0,0,0,nonspam
1,0.017539,9091.222656,9091.222656,16.236841,38,38,14563,14563,68138,142622,142622,8,8,0.000001,0.000001,2.258258,2.258258,4,4,17,17,292,292,556,556,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,2.044199,6.823529,6.823529,10.105263,19,19,30,30,112,41248,41248,16,16,0,0,0.347202,0.347202,3,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,nonspam
1,79.644569,12760.060547,12760.060547,139.818176,22071,22071,21172,21172,37471,70922,70922,32,32,0.000005,0.000005,0.188032,0.188032,10,10,23,23,46,46,425,425,0.000006,0.000006,0.000006,0.000006,0.000007,0.000007,0.000007,0.000007,nonspam
1,44.280037,5821,5821,71.16423,5066,5066,6404,6404,204415,408833,408833,29,29,0,0,0.039884,0.039884,4,4,17,17,243,243,752,752,0,0,0,0,0,0,0,0,nonspam
0,0.631579,4,0,6.5,3,2,10,6,8,727,10,1,0,0,0,0.028571,0.021484,3,1,3,1,3,1,3,4,0,0,0,0,0,0,0,0,nonspam
1,1.841175,174.705887,174.705887,16.929411,85,85,177,177,371,4777,4777,16,16,0,0,0.594264,0.594264,2,2,3,3,4,4,4,4,0,0,0,0,0,0,0,0,nonspam
1,0.746121,0,0,24,23,23,64,64,77,112,112,0,0,0,0,0.066863,0.066863,3,3,3,3,9,9,16,16,0,0,0,0,0,0,0,0,spam
0,1.975085,151,320.230774,27.721855,529,151,39172,745,56917,408833,250619,1,25,0,0,0.73117,0.458768,17,8,75,19,331,132,1329,508,0,0,0,0,0,0,0,0,nonspam
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
0,0.428229,0,36.947369,24.771931,125,57,11108,4231,108771,635963,635963,0,18,0,0,0.937528,1.338935,17,5,48,75,619,619,1595,2482,0,0,0,0,0,0,0,0,nonspam
1,1.328457,31.411764,31.411764,20.833334,36,36,151,151,633,1677,1677,16,16,0,0,0.597446,0.597446,3,3,6,6,6,6,10,10,0,0,0,0,0,0,0,0,nonspam
0,1.108911,8,7.666667,6,7,8,20,15,20,8822,730,1,6,0,0,0.374993,0.186261,4,1,6,6,6,6,9,6,0,0,0,0,0,0,0,0,nonspam
1,1.030928,16.799999,16.799999,19.105263,19,19,24,24,31,261,261,14,14,0,0,0.301674,0.301674,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
0,12.613333,2245.333252,1.47619,1.863636,37,22,846,36,134,136278,2053,12,21,0,0,0.862563,0.075947,8,1,15,2,292,12,486,16,0,0,0,0,0,0,0,0,nonspam
1,0.15625,0,0,42.5,4,4,19,19,317,26563,26563,0,0,0,0,0.226397,0.226397,3,3,5,5,10,10,12,12,0,0,0,0,0,0,0,0,nonspam
1,0.922551,10.083333,10.083333,18.857143,14,14,34,34,116,22813,22813,11,11,0,0,0.234448,0.234448,3,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,nonspam
0,425.718781,4477.680176,549.575012,8.288325,22105,8043,27386,27620,36852,408833,37012,49,39,0.000014,0.00002,0.197747,0.129705,17,1,75,5,187,53,797,97,0.000015,0.000025,0.000014,0.000024,0.000014,0.000025,0.000013,0.000025,nonspam
0,1.176044,18,14.944445,15.666667,21,18,30,20,35,1850,1712,1,18,0,0,0.142762,0.018774,4,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,nonspam
1,0.132353,2,2,46.42857,7,7,113,113,25782,57132,57132,2,2,0,0,0.311687,0.311687,4,4,5,5,5,5,35,35,0,0,0,0,0,0,0,0,nonspam
1,1.292776,3.333333,3.333333,14.428572,14,14,21,21,245,8015,8015,6,6,0,0,0.107736,0.107736,5,5,7,7,7,7,7,7,0,0,0,0,0,0,0,0,nonspam
1,0.029851,146.5,146.5,25.5,2,2,300,300,954,9136,9136,2,2,0,0,0.283061,0.283061,2,2,15,15,21,21,46,46,0,0,0,0,0,0,0,0,spam
0,1.585366,12,5.916667,7.75,10,12,42,26,44,9046,703,1,11,0,0,0.232893,0.26193,5,1,7,7,9,7,37,9,0,0,0,0,0,0,0,0,nonspam
1,0.041068,3402,3402,29.5,20,20,283,283,6498,97308,97308,3,3,0,0,0.642788,0.642788,10,10,20,20,106,106,317,317,0,0,0,0,0,0,0,0,nonspam
1,218.36734,434.035706,434.035706,10.455179,4306,4306,4311,4311,4311,5221,5221,27,27,0.000003,0.000003,0.280008,0.280008,4,4,5,5,7,7,9,9,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,nonspam
1,0.004167,11.076923,11.076923,46.857143,14,14,35655,35655,49709,156689,156689,12,12,0,0,1.348112,1.348112,2,2,2,2,397,397,532,532,0,0,0,0,0,0,0,0,nonspam
1,0.117702,4,4,149.642853,14,14,38,38,363,11880,11880,4,4,0,0,0.869916,0.869916,4,4,8,8,15,15,222,222,0,0,0,0,0,0,0,0,nonspam
1,0.07089,1094.909058,1094.909058,9.043478,23,23,33,33,122,212,212,10,10,0,0,0.226982,0.226982,3,3,4,4,4,4,12,12,0,0,0,0,0,0,0,0,nonspam
